parliament,constituency,constituency_old_name,winner,winner_coalition,winner_party,votes_winner,votes_winner_pct,opponent,opponent_coalition,opponent_party,votes_opponent,votes_opponent_pct,majority,incumbent,incumbent_coalition,incumbent_party,eligible_voters,voter_turnout,voter_turnout_pct,spoilt_votes,spoilt_votes_pct,parliament_number,state,parliament_status,incumbent_contesting
P053,Balik Pulau,NA,Muhammad Bakhtiar Wan Chik ,PH,PKR,25471,43.1,Hilmi Yahaya ,BN,UMNO,19007,32.2,6464,Hilmi Yahaya ,BN,UMNO,59070,50564,85.6,788,85.6,53,Penang,Government,Yes
P053,Balik Pulau,NA,Muhammad Bakhtiar Wan Chik ,PH,PKR,25471,43.1,Muhammad Imran Muhammad Saad  ,GS,PAS,5298,9,6464,Hilmi Yahaya ,BN,UMNO,59070,50564,85.6,788,85.6,53,Penang,Government,Yes
P054,Gerik,NA,Hasbullah Osman  ,BN,UMNO,13243,36.9,Mohd Dahalan Ismail  ,GS,PAS,7715,21.5,5528,Hasbullah Osman  ,BN,UMNO,35892,28032,78.1,721,78.1,54,Perak,Opposition,Yes
P054,Gerik,NA,Hasbullah Osman  ,BN,UMNO,13243,36.9,Ibrahim Mohd Hanafiah ,PH,PPBM,6353,17.7,5528,Hasbullah Osman  ,BN,UMNO,35892,28032,78.1,721,78.1,54,Perak,Opposition,Yes
P055,Lenggong,NA,Shamsul Anuar Nasarah  ,BN,UMNO,12523,42.1,Muhammad Mujahid Mohamed Fadzil ,GS,PAS,6750,22.7,5773,Shamsul Anuar Nasarah  ,BN,UMNO,29760,23719,79.7,514,79.7,55,Perak,Opposition,Yes
P055,Lenggong,NA,Shamsul Anuar Nasarah  ,BN,UMNO,12523,42.1,Amirul Fairuzzeen Jamaluddin ,PH,PPBM,3932,13.2,5773,Shamsul Anuar Nasarah  ,BN,UMNO,29760,23719,79.7,514,79.7,55,Perak,Opposition,Yes
P056,Larut,NA,Hamzah Zainudin ,BN,UMNO,18184,36.8,Abu Hussin Muhamad ,GS,PAS,13698,27.7,4486,Hamzah Zainudin  ,BN,UMNO,49474,40470,81.8,850,81.8,56,Perak,Opposition,No
P056,Larut,NA,Hamzah Zainudin ,BN,UMNO,18184,36.8,Khairil Anuar Akhiruddin ,PH,PPBM,7738,15.6,4486,Hamzah Zainudin  ,BN,UMNO,49474,40470,81.8,850,81.8,56,Perak,Opposition,No
P057,Parit Buntar,NA,Mujahid Yusof Rawa ,PH,PAN,16753,32.3,Abdul Puhat Mat Nayan ,BN,UMNO,13655,26.3,3098,Mujahid Yusof Rawa  ,PH,PAN,51850,43347,83.6,627,83.6,57,Perak,Government,No
P057,Parit Buntar,NA,Mujahid Yusof Rawa ,PH,PAN,16753,32.3,Ahmad Azhar Sharin ,GS,PAS,12312,23.7,3098,Mujahid Yusof Rawa  ,PH,PAN,51850,43347,83.6,627,83.6,57,Perak,Government,No
P058,Bagan Serai,NA,Noor Azmi Ghazali ,BN,UMNO,17220,29,Rohaya Bakar ,GS,PAS,17048,28.8,172,Noor Azmi Ghazali ,BN,UMNO,59290,48381,81.6,1126,81.6,58,Perak,Opposition,Yes
P058,Bagan Serai,NA,Noor Azmi Ghazali ,BN,UMNO,17220,29,Adam Asmuni ,PH,PPBM,12987,21.9,172,Noor Azmi Ghazali ,BN,UMNO,59290,48381,81.6,1126,81.6,58,Perak,Opposition,Yes
P059,Bukit Gantang,NA,Syed Abu Hussin Hafiz Syed Abdul Fasal ,BN,UMNO,22450,32.1,Khadri Khalid ,PH,PPBM,18361,26.3,4089,Idris Ahmad  ,GS,PAS,69887,57867,82.8,1004,82.8,59,Perak,Opposition,Yes
P059,Bukit Gantang,NA,Syed Abu Hussin Hafiz Syed Abdul Fasal ,BN,UMNO,22450,32.1,Idris Ahmad  ,GS,PAS,16052,23,4089,Idris Ahmad  ,GS,PAS,69887,57867,82.8,1004,82.8,59,Perak,Opposition,Yes
P060,Taiping,NA,Teh Kok Lim ,PH,DAP,42997,47.4,Tan Keng Liang ,BN,GERAKAN,15613,17.2,27384,Nga Kor Ming ,PH,DAP,90708,71297,78.6,1554,78.6,60,Perak,Government,No
P060,Taiping,NA,Teh Kok Lim ,PH,DAP,42997,47.4,Ibrahim Ismail  ,GS,PAS,11133,12.3,27384,Nga Kor Ming ,PH,DAP,90708,71297,78.6,1554,78.6,60,Perak,Government,No
P061,Padang Rengas,NA,Mohamed Nazri Abdul Aziz  ,BN,UMNO,10491,33.8,Ejazi Yahaya  ,PH,PKR,7943,25.6,2548,Mohamed Nazri Abdul Aziz  ,BN,UMNO,30998,25698,82.9,417,82.9,61,Perak,Opposition,Yes
P061,Padang Rengas,NA,Mohamed Nazri Abdul Aziz  ,BN,UMNO,10491,33.8,Mohd Azalan Mohamed Radzi  ,GS,PAS,6847,22.1,2548,Mohamed Nazri Abdul Aziz  ,BN,UMNO,30998,25698,82.9,417,82.9,61,Perak,Opposition,Yes
P062,Sungai Siput,NA,Kesavan Subramaniam  ,PH,PKR,20817,37.9,Devamany S. Krishnasamy  ,BN,MIC,15210,27.7,5607,Michael Jeyakumar Devaraj ,NA,PSM,54989,43662,79.4,936,79.4,62,Perak,Government,Yes
P062,Sungai Siput,NA,Kesavan Subramaniam  ,PH,PKR,20817,37.9,Ishak Ibrahim  ,GS,PAS,5194,9.4,5607,Michael Jeyakumar Devaraj ,NA,PSM,54989,43662,79.4,936,79.4,62,Perak,Government,Yes
P062,Sungai Siput,NA,Kesavan Subramaniam  ,PH,PKR,20817,37.9,Michael Jeyakumar Devaraj ,NA,PSM,1505,2.7,5607,Michael Jeyakumar Devaraj ,NA,PSM,54989,43662,79.4,936,79.4,62,Perak,Government,Yes
P063,Tambun,NA,Ahmad Faizal Azumu,PH,PPBM,38661,35.9,Ahmad Husni Mohamed Hanadzlah  ,BN,UMNO,33341,30.9,5320,Ahmad Husni Mohamed Hanadzlah  ,BN,UMNO,107781,88920,82.5,1970,82.5,63,Perak,Government,Yes
P063,Tambun,NA,Ahmad Faizal Azumu,PH,PPBM,38661,35.9,Muhamad Zulkifli Mohd Zakaria  ,GS,PAS,14948,13.9,5320,Ahmad Husni Mohamed Hanadzlah  ,BN,UMNO,107781,88920,82.5,1970,82.5,63,Perak,Government,Yes
P064,Ipoh Timor,NA,Wong Kah Woh ,PH,DAP,56519,61.8,Kathleen Wong Mei Yin  ,BN,MCA,13722,15,42797,Thomas Su Keong Siong ,PH,DAP,91487,71726,78.4,1485,78.4,64,Perak,Government,No
P065,Ipoh Barat,NA,Kulasegaran V. Murugeson,PH,DAP,55613,65.6,Cheng Wei Yee  ,BN,MCA,9889,11.7,45724,Kulasegaran V. Murugeson ,PH,DAP,84837,66852,78.8,1350,78.8,65,Perak,Government,No
P066,Batu Gajah,NA,Sivakumar M. Varatharaju Naidu,PH,DAP,52850,64.9,Leong Chee Wai  ,BN,MCA,8982,11,43868,Sivakumar M. Varatharaju Naidu ,PH,DAP,81382,63804,78.4,1017,78.4,66,Perak,Government,No
P066,Batu Gajah,NA,Sivakumar M. Varatharaju Naidu,PH,DAP,52850,64.9,Kunasekaran Krishnan ,NA,PSM,955,1.2,43868,Sivakumar M. Varatharaju Naidu ,PH,DAP,81382,63804,78.4,1017,78.4,66,Perak,Government,No
P067,Kuala Kangsar,NA,Mastura Mohd Yazid  ,BN,UMNO,12102,32.8,Ahmad Termizi Ramli  ,PH,PAN,11371,30.8,731,Mastura Mohd Yazid  ,BN,UMNO,36944,30701,83.1,645,83.1,67,Perak,Opposition,Yes
P067,Kuala Kangsar,NA,Mastura Mohd Yazid  ,BN,UMNO,12102,32.8,Khalil Idham Lim Abdullah @ Lim Chuan Hing  ,GS,PAS,6583,17.8,731,Mastura Mohd Yazid  ,BN,UMNO,36944,30701,83.1,645,83.1,67,Perak,Opposition,Yes
P068,Beruas,NA,Ngeh Koo Ham ,PH,DAP,41231,51.7,Pang Chok King  ,BN,GERAKAN,13277,16.6,27954,Ngeh Koo Ham ,PH,DAP,79814,61617,77.2,1350,77.2,68,Perak,Government,Yes
P068,Beruas,NA,Ngeh Koo Ham ,PH,DAP,41231,51.7,Mohamad Nazeer M. K. M. Hameed  ,GS,PAS,5759,7.2,27954,Ngeh Koo Ham ,PH,DAP,79814,61617,77.2,1350,77.2,68,Perak,Government,Yes
P069,Parit,NA,Mohd Nizar Zakaria  ,BN,UMNO,14035,39.1,Najihatussalehah Ahmad  ,GS,PAS,7715,21.5,6320,Mohd Zaim Abu Hassan  ,BN,UMNO,35901,29547,82.3,557,82.3,69,Perak,Opposition,No
P069,Parit,NA,Mohd Nizar Zakaria  ,BN,UMNO,14035,39.1,Tarmizi Mohd Jam  ,PH,PAN,7240,20.2,6320,Mohd Zaim Abu Hassan  ,BN,UMNO,35901,29547,82.3,557,82.3,69,Perak,Opposition,No
P070,Kampar,NA,Thomas Su Keong Siong ,PH,DAP,30216,43.5,Lee Chee Leong  ,BN,MCA,18415,26.5,11801,Ko Chung Sen  ,PH,DAP,69477,53567,77.1,1072,77.1,70,Perak,Government,No
P070,Kampar,NA,Thomas Su Keong Siong ,PH,DAP,30216,43.5,Yougan Mahalingam  ,GS,PAS,3864,5.6,11801,Ko Chung Sen  ,PH,DAP,69477,53567,77.1,1072,77.1,70,Perak,Government,No
P071,Gopeng,NA,Lee Boon Chye  ,PH,PKR,48923,49.3,Heng Seai Kie ,BN,MCA,19145,19.3,29778,Lee Boon Chye ,PH,PKR,99177,80532,81.2,1299,81.2,71,Perak,Government,No
P071,Gopeng,NA,Lee Boon Chye  ,PH,PKR,48923,49.3,Ismail Ariffin  ,GS,PAS,11165,11.3,29778,Lee Boon Chye ,PH,PKR,99177,80532,81.2,1299,81.2,71,Perak,Government,No
P072,Tapah,NA,Saravanan Murugan  ,BN,MIC,16086,34.1,Mohamed Azni Mohamed Ali ,PH,PPBM,15472,32.8,614,Saravanan Murugan  ,BN,MIC,47157,37113,78.7,939,78.7,72,Perak,Opposition,Yes
P072,Tapah,NA,Saravanan Murugan  ,BN,MIC,16086,34.1,Norazli Musa  ,GS,PAS,4616,9.8,614,Saravanan Murugan  ,BN,MIC,47157,37113,78.7,939,78.7,72,Perak,Opposition,Yes
P073,Pasir Salak,NA,Tajuddin Abd Rahman  ,BN,UMNO,20003,36.6,Salihuddin Radin Sumadi ,PH,PPBM,12291,22.5,7712,Tajuddin Abd Rahman  ,BN,UMNO,54678,44508,81.4,1063,81.4,73,Perak,Opposition,Yes
P073,Pasir Salak,NA,Tajuddin Abd Rahman  ,BN,UMNO,20003,36.6,Zafarul Azhan Zan  ,GS,PAS,11151,20.4,7712,Tajuddin Abd Rahman  ,BN,UMNO,54678,44508,81.4,1063,81.4,73,Perak,Opposition,Yes
P074,Lumut,NA,Mohd Hatta Md Ramli  ,PH,PAN,21955,32.7,Zambry Abd Kadir ,BN,UMNO,21555,32.1,400,Mohamad Imran Abd Hamid  ,PH,PKR,67124,55042,82,1397,82,74,Perak,Government,No
P074,Lumut,NA,Mohd Hatta Md Ramli  ,PH,PAN,21955,32.7,Mohd Zamri Ibrahim  ,GS,PAS,10135,15.1,400,Mohamad Imran Abd Hamid  ,PH,PKR,67124,55042,82,1397,82,74,Perak,Government,No
P075,Bagan Datuk,Bagan Datok,Ahmad Zahid Hamidi  ,BN,UMNO,18909,40,Pakhrurrazi Arshad  ,PH,PKR,13836,29.2,5073,Ahmad Zahid Hamidi  ,BN,UMNO,47304,37796,79.9,990,79.9,75,Perak,Opposition,Yes
P075,Bagan Datuk,Bagan Datok,Ahmad Zahid Hamidi  ,BN,UMNO,18909,40,Ata Abdul Munim Hasan Adli  ,GS,PAS,4061,8.6,5073,Ahmad Zahid Hamidi  ,BN,UMNO,47304,37796,79.9,990,79.9,75,Perak,Opposition,Yes
P076,Teluk Intan,Telok Intan,Nga Kor Ming ,PH,DAP,29170,43.9,Mah Siew Keong,BN,GERAKAN,17991,27.1,11179,Mah Siew Keong ,BN,GERAKAN,66505,54601,82.1,946,82.1,76,Perak,Government,No
P076,Teluk Intan,Telok Intan,Nga Kor Ming ,PH,DAP,29170,43.9,Ahmad Ramadzan Ahmad Daud  ,GS,PAS,6494,9.8,11179,Mah Siew Keong ,BN,GERAKAN,66505,54601,82.1,946,82.1,76,Perak,Government,No
P077,Tanjong Malim,NA,Chang Lih Kang  ,PH,PKR,24672,36,Mah Hang Soon  ,BN,MCA,19314,28.2,5358,Ong Ka Chuan  ,BN,MCA,68488,55613,81.2,1316,81.2,77,Perak,Government,No
P077,Tanjong Malim,NA,Chang Lih Kang  ,PH,PKR,24672,36,Mohd Tarmizi Abd Rahman  ,GS,PAS,10311,15.1,5358,Ong Ka Chuan  ,BN,MCA,68488,55613,81.2,1316,81.2,77,Perak,Government,No
P078,Cameron Highlands,NA,Sivarraajh N. Chandran  ,BN,MIC,10307,32.2,Manogaran M. Marimuthu  ,PH,DAP,9710,30.3,597,Palanivel K. Govindasamy ,NA,IND,32058,25326,79,961,79,78,Pahang,Opposition,No
P078,Cameron Highlands,NA,Sivarraajh N. Chandran  ,BN,MIC,10307,32.2,Wan Mahadir Wan Mahmud  ,GS,PAS,3587,11.2,597,Palanivel K. Govindasamy ,NA,IND,32058,25326,79,961,79,78,Pahang,Opposition,No
P078,Cameron Highlands,NA,Sivarraajh N. Chandran  ,BN,MIC,10307,32.2,Suresh Kumar Balasubramaniam ,NA,PSM,680,2.1,597,Palanivel K. Govindasamy ,NA,IND,32058,25326,79,961,79,78,Pahang,Opposition,No
P078,Cameron Highlands,NA,Sivarraajh N. Chandran  ,BN,MIC,10307,32.2,Mohd Tahir Kassim ,NA,BERJASA,81,0.3,597,Palanivel K. Govindasamy ,NA,IND,32058,25326,79,961,79,78,Pahang,Opposition,No
P079,Lipis,NA,Abdul Rahman Mohamad  ,BN,UMNO,13995,39.6,Ahmad Pozi Yahaya ,PH,PPBM,7426,21,6569,Abdul Rahman Mohamad  ,BN,UMNO,35302,28666,81.2,574,81.2,79,Pahang,Opposition,Yes
P079,Lipis,NA,Abdul Rahman Mohamad  ,BN,UMNO,13995,39.6,Sobirin Duli  ,GS,PAS,6671,18.9,6569,Abdul Rahman Mohamad  ,BN,UMNO,35302,28666,81.2,574,81.2,79,Pahang,Opposition,Yes
P080,Raub,NA,Tengku Zulpuri Shah Raja Puji ,PH,DAP,20659,35.8,Chew Mei Fun  ,BN,MCA,17500,30.3,3159,Mohd Ariff Sabri Abd Aziz  ,PH,DAP,57703,46971,81.4,946,81.4,80,Pahang,Government,No
P080,Raub,NA,Tengku Zulpuri Shah Raja Puji ,PH,DAP,20659,35.8,Mohamed Nilam Abdul Manap  ,GS,PAS,7866,13.6,3159,Mohd Ariff Sabri Abd Aziz  ,PH,DAP,57703,46971,81.4,946,81.4,80,Pahang,Government,No
P081,Jerantut,NA,Ahmad Nazlan Idris  ,BN,UMNO,22640,35.6,Yohanis Ahmad  ,GS,PAS,16732,26.3,5908,Tengku Azlan Sultan Abu Bakar  ,BN,UMNO,63631,51414,80.8,1165,80.8,81,Pahang,Opposition,No
P081,Jerantut,NA,Ahmad Nazlan Idris  ,BN,UMNO,22640,35.6,Wan Mohd Shahrir Wan Abd Jalil ,PH,PPBM,10877,17.1,5908,Tengku Azlan Sultan Abu Bakar  ,BN,UMNO,63631,51414,80.8,1165,80.8,81,Pahang,Opposition,No
P082,Indera Mahkota,NA,Saifuddin Abdullah ,PH,PKR,28578,37,Johan Mat Sah  ,BN,UMNO,17628,22.8,10950,Fauzi Abdul Rahman  ,PH,PKR,77194,64612,83.7,891,83.7,82,Pahang,Government,No
P082,Indera Mahkota,NA,Saifuddin Abdullah ,PH,PKR,28578,37,Nasrudin Hasan  ,GS,PAS,17515,22.7,10950,Fauzi Abdul Rahman  ,PH,PKR,77194,64612,83.7,891,83.7,82,Pahang,Government,No
P083,Kuantan,NA,Fuziah Salleh  ,PH,PKR,22807,36.4,Sulaiman Mat Derus  ,GS,PAS,14696,23.4,8111,Fuziah Salleh ,PH,PKR,62700,52167,83.2,997,83.2,83,Pahang,Government,No
P083,Kuantan,NA,Fuziah Salleh  ,PH,PKR,22807,36.4,Andrew Wong Kiew Lee  ,BN,MCA,13667,21.8,8111,Fuziah Salleh ,PH,PKR,62700,52167,83.2,997,83.2,83,Pahang,Government,No
P084,Paya Besar,NA,Mohd Shahar Abdullah  ,BN,UMNO,19033,34.5,Mohamad Azhar Mohd Noor  ,GS,PAS,13291,24.1,5742,Vacant [4],NA,NA,55143,44942,81.5,842,81.5,84,Pahang,Opposition,No
P084,Paya Besar,NA,Mohd Shahar Abdullah  ,BN,UMNO,19033,34.5,Mohd Ashraf Mustaqim Badrul Munir ,PH,PPBM,11776,21.4,5742,Vacant [4],NA,NA,55143,44942,81.5,842,81.5,84,Pahang,Opposition,No
P085,Pekan,NA,Mohd Najib Abdul Razak ,BN,UMNO,43854,49.3,Ahiatudin Daud  ,GS,PAS,18995,21.4,24859,Mohd Najib Abdul Razak ,BN,UMNO,88939,72308,81.3,1694,81.3,85,Pahang,Opposition,Yes
P085,Pekan,NA,Mohd Najib Abdul Razak ,BN,UMNO,43854,49.3,Muhammad Zahid Md Arip ,PH,PPBM,7662,8.6,24859,Mohd Najib Abdul Razak ,BN,UMNO,88939,72308,81.3,1694,81.3,85,Pahang,Opposition,Yes
P085,Pekan,NA,Mohd Najib Abdul Razak ,BN,UMNO,43854,49.3,Abd Kadir Sainudin ,NA,IND,103,0.1,24859,Mohd Najib Abdul Razak ,BN,UMNO,88939,72308,81.3,1694,81.3,85,Pahang,Opposition,Yes
P086,Maran,NA,Ismail Abdul Muttalib ,BN,UMNO,16064,39.1,Hasenan Haron  ,GS,PAS,12301,30,3763,Ismail Abdul Muttalib ,BN,UMNO,41036,33363,81.3,638,81.3,86,Pahang,Opposition,Yes
P086,Maran,NA,Ismail Abdul Muttalib ,BN,UMNO,16064,39.1,Ahmad Farid Ahmad Nordin ,PH,PPBM,4360,10.6,3763,Ismail Abdul Muttalib ,BN,UMNO,41036,33363,81.3,638,81.3,86,Pahang,Opposition,Yes
P087,Kuala Krau,NA,Ismail Mohamed Said ,BN,UMNO,18058,38.2,Kamal Ashaari  ,GS,PAS,15182,32.1,2876,Ismail Mohamed Said ,BN,UMNO,47281,39102,82.7,791,82.7,87,Pahang,Opposition,Yes
P087,Kuala Krau,NA,Ismail Mohamed Said ,BN,UMNO,18058,38.2,Mohamad Rafidee Hashim ,PH,PPBM,5071,10.7,2876,Ismail Mohamed Said ,BN,UMNO,47281,39102,82.7,791,82.7,87,Pahang,Opposition,Yes
P088,Temerloh,NA,Anuar Mohd Tahir ,PH,PAN,23998,31.9,Mohd Sharkar Shamsudin,BN,UMNO,22094,29.4,1904,Nasrudin Hasan ,GS,PAS,75125,62204,82.8,1154,82.8,88,Pahang,Government,No
P088,Temerloh,NA,Anuar Mohd Tahir ,PH,PAN,23998,31.9,Md Jusoh Darus  ,GS,PAS,14734,19.6,1904,Nasrudin Hasan ,GS,PAS,75125,62204,82.8,1154,82.8,88,Pahang,Government,No
P088,Temerloh,NA,Anuar Mohd Tahir ,PH,PAN,23998,31.9,Mohd Khaidir Ahmad ,NA,IND,178,0.2,1904,Nasrudin Hasan ,GS,PAS,75125,62204,82.8,1154,82.8,88,Pahang,Government,No
P088,Temerloh,NA,Anuar Mohd Tahir ,PH,PAN,23998,31.9,Muhamad Fakhrudin Abu Hanipah ,NA,IND,46,0.1,1904,Nasrudin Hasan ,GS,PAS,75125,62204,82.8,1154,82.8,88,Pahang,Government,No
P089,Bentong,NA,Wong Tack  ,PH,DAP,25716,38.2,Liow Tiong Lai ,BN,MCA,23684,35.2,2032,Liow Tiong Lai ,BN,MCA,67353,56173,83.4,1067,83.4,89,Pahang,Government,Yes
P089,Bentong,NA,Wong Tack  ,PH,DAP,25716,38.2,Balasubramaniam K. Nachiappan ,GS,PAS,5706,8.5,2032,Liow Tiong Lai ,BN,MCA,67353,56173,83.4,1067,83.4,89,Pahang,Government,Yes
P090,Bera,NA,Ismail Sabri Yaakob ,BN,UMNO,20760,35.3,Zakaria Ab Hamid  ,PH,PKR,18449,31.4,2311,Ismail Sabri Yaakob ,BN,UMNO,58735,48339,82.3,1034,82.3,90,Pahang,Opposition,Yes
P090,Bera,NA,Ismail Sabri Yaakob ,BN,UMNO,20760,35.3,Musaniff Rahman  ,GS,PAS,8096,13.8,2311,Ismail Sabri Yaakob ,BN,UMNO,58735,48339,82.3,1034,82.3,90,Pahang,Opposition,Yes
P091,Rompin,NA,Hasan Arifin ,BN,UMNO,26628,43,Mohd Shahrul Nizam Abdul Haliff  ,GS,PAS,15233,24.6,11395,Hasan Arifin ,BN,UMNO,61928,50905,82.2,1168,82.2,91,Pahang,Opposition,Yes
P091,Rompin,NA,Hasan Arifin ,BN,UMNO,26628,43,Sitarunisah Ab Kadir  ,PH,PKR,7876,12.7,11395,Hasan Arifin ,BN,UMNO,61928,50905,82.2,1168,82.2,91,Pahang,Opposition,Yes
P092,Sabak Bernam,NA,Mohamad Fasiah Mohd Fakeh  ,BN,UMNO,12862,31.5,Warno Dogol ,PH,PPBM,11188,27.4,1674,Mohamad Fasiah Mohd Fakeh  ,BN,UMNO,40843,34023,83.3,673,83.3,92,Selangor,Opposition,Yes
P092,Sabak Bernam,NA,Mohamad Fasiah Mohd Fakeh  ,BN,UMNO,12862,31.5,Muhamad Labib Abd Jalil  ,GS,PAS,9300,22.8,1674,Mohamad Fasiah Mohd Fakeh  ,BN,UMNO,40843,34023,83.3,673,83.3,92,Selangor,Opposition,Yes
P093,Sungai Besar,NA,Muslimin Yahaya ,PH,PPBM,17350,35.6,Budiman Mohd Zohdi ,BN,UMNO,16636,34.1,714,Budiman Mohd Zohdi ,BN,UMNO,48752,41878,85.9,672,85.9,93,Selangor,Government,Yes
P093,Sungai Besar,NA,Muslimin Yahaya ,PH,PPBM,17350,35.6,Mohamed Salleh M. Husin  ,GS,PAS,7220,14.8,714,Budiman Mohd Zohdi ,BN,UMNO,48752,41878,85.9,672,85.9,93,Selangor,Government,Yes
P094,Hulu Selangor,NA,June Leow Hsiad Hui ,PH,PKR,40783,40.4,Kamalanathan P. Panchanathan ,BN,MIC,27392,27.1,13391,Kamalanathan P. Panchanathan ,BN,MIC,101045,86798,85.9,1577,85.9,94,Selangor,Government,Yes
P094,Hulu Selangor,NA,June Leow Hsiad Hui ,PH,PKR,40783,40.4,Wan Mat Wan Sulaiman  ,GS,PAS,16620,16.4,13391,Kamalanathan P. Panchanathan ,BN,MIC,101045,86798,85.9,1577,85.9,94,Selangor,Government,Yes
P094,Hulu Selangor,NA,June Leow Hsiad Hui ,PH,PKR,40783,40.4,Kumar S. S. Paramasivam ,NA,IND,426,0.4,13391,Kamalanathan P. Panchanathan ,BN,MIC,101045,86798,85.9,1577,85.9,94,Selangor,Government,Yes
P095,Tanjong Karang,NA,Noh Omar  ,BN,UMNO,17596,37.3,Zulkaferi Hanafi ,PH,PPBM,15626,33.1,1970,Noh Omar  ,BN,UMNO,47175,41184,87.3,686,87.3,95,Selangor,Opposition,Yes
P095,Tanjong Karang,NA,Noh Omar  ,BN,UMNO,17596,37.3,Azlan Ahmad  ,GS,PAS,7276,15.4,1970,Noh Omar  ,BN,UMNO,47175,41184,87.3,686,87.3,95,Selangor,Opposition,Yes
P096,Kuala Selangor,NA,Dzulkefly Ahmad  ,PH,PAN,29842,43,Irmohizam Ibrahim  ,BN,UMNO,21344,30.8,8498,Irmohizam Ibrahim  ,BN,UMNO,69376,60843,87.7,1122,87.7,96,Selangor,Government,Yes
P096,Kuala Selangor,NA,Dzulkefly Ahmad  ,PH,PAN,29842,43,Mohd Fakaruddin Ismail  ,GS,PAS,8535,12.3,8498,Irmohizam Ibrahim  ,BN,UMNO,69376,60843,87.7,1122,87.7,96,Selangor,Government,Yes
P097,Selayang,NA,William Leong Jee Keen ,PH,PKR,60158,51.8,Kang Meng Fuat  ,BN,MCA,19501,16.8,40657,William Leong Jee Keen ,PH,PKR,116179,99450,85.6,1448,85.6,97,Selangor,Government,Yes
P097,Selayang,NA,William Leong Jee Keen ,PH,PKR,60158,51.8,Hashim Abd Karim  ,GS,PAS,18343,15.8,40657,William Leong Jee Keen ,PH,PKR,116179,99450,85.6,1448,85.6,97,Selangor,Government,Yes
P098,Gombak,NA,Mohamed Azmin Ali ,PH,PKR,75113,53.2,Abd Rahim Kamarudin  ,BN,UMNO,26392,18.7,48721,Mohamed Azmin Ali ,PH,PKR,141156,120548,85.4,1506,85.4,98,Selangor,Government,Yes
P098,Gombak,NA,Mohamed Azmin Ali ,PH,PKR,75113,53.2,Khairil Nizam Khirudin  ,GS,PAS,17537,12.4,48721,Mohamed Azmin Ali ,PH,PKR,141156,120548,85.4,1506,85.4,98,Selangor,Government,Yes
P099,Ampang,NA,Zuraida Kamaruddin ,PH,PKR,54307,59.2,Leong Kim Soon  ,BN,MCA,12351,13.5,41956,Zuraida Kamaruddin ,PH,PKR,91762,77539,84.5,989,84.5,99,Selangor,Government,Yes
P099,Ampang,NA,Zuraida Kamaruddin ,PH,PKR,54307,59.2,Nurul Islam Mohamed Yusoff  ,GS,PAS,9598,10.5,41956,Zuraida Kamaruddin ,PH,PKR,91762,77539,84.5,989,84.5,99,Selangor,Government,Yes
P099,Ampang,NA,Zuraida Kamaruddin ,PH,PKR,54307,59.2,Tan Hua Meng  ,NA,PRM,294,0.3,41956,Zuraida Kamaruddin ,PH,PKR,91762,77539,84.5,989,84.5,99,Selangor,Government,Yes
P100,Pandan,NA,Wan Azizah Wan Ismail  ,PH,PKR,64733,63.9,Leong Kok Wee  ,BN,MCA,12190,12,52543,Mohd Rafizi Ramli  ,PH,PKR,101304,86514,85.4,740,85.4,100,Selangor,Government,No
P100,Pandan,NA,Wan Azizah Wan Ismail  ,PH,PKR,64733,63.9,Mohamed Sukri Omar  ,GS,PAS,8336,8.2,52543,Mohd Rafizi Ramli  ,PH,PKR,101304,86514,85.4,740,85.4,100,Selangor,Government,No
P100,Pandan,NA,Wan Azizah Wan Ismail  ,PH,PKR,64733,63.9,Jenice Lee Ying Ha ,NA,PRM,442,0.4,52543,Mohd Rafizi Ramli  ,PH,PKR,101304,86514,85.4,740,85.4,100,Selangor,Government,No
P100,Pandan,NA,Wan Azizah Wan Ismail  ,PH,PKR,64733,63.9,Mohd Khairul Azam Abdul Aziz ,NA,IND,73,0.1,52543,Mohd Rafizi Ramli  ,PH,PKR,101304,86514,85.4,740,85.4,100,Selangor,Government,No
P101,Hulu Langat,NA,Hasanuddin Mohd Yunus ,PH,PAN,49004,47.9,Azman Ahmad  ,BN,UMNO,23580,23,25424,Che Rosli Che Mat  ,GS,PAS,102373,89577,87.5,1330,87.5,101,Selangor,Government,Yes
P101,Hulu Langat,NA,Hasanuddin Mohd Yunus ,PH,PAN,49004,47.9,Che Rosli Che Mat  ,GS,PAS,15663,15.3,25424,Che Rosli Che Mat  ,GS,PAS,102373,89577,87.5,1330,87.5,101,Selangor,Government,Yes
P102,Bangi,Serdang,Ong Kian Ming ,PH,DAP,102557,57.3,Mohd Shafie Ngah  ,GS,PAS,33789,18.9,68768,Ong Kian Ming ,PH,DAP,178859,157933,88.3,1606,88.3,102,Selangor,Government,Yes
P102,Bangi,Serdang,Ong Kian Ming ,PH,DAP,102557,57.3,Liew Yuen Keong  ,BN,MCA,19766,11.1,68768,Ong Kian Ming ,PH,DAP,178859,157933,88.3,1606,88.3,102,Selangor,Government,Yes
P102,Bangi,Serdang,Ong Kian Ming ,PH,DAP,102557,57.3,Dennis Wan Jinn Woei  ,NA,PRM,215,0.1,68768,Ong Kian Ming ,PH,DAP,178859,157933,88.3,1606,88.3,102,Selangor,Government,Yes
