parliament,constituency,winner,winner_coalition,winner_party,votes_winner,votes_winner_pct,opponent,opponent_coalition,opponent_party,votes_opponent,votes_opponent_pct,majority,incumbent,incumbent_coalition,incumbent_party,eligible_voters,malay_voters_pct,chinese_voters_pct,indian_voters_pct,other_voters_pct,muslim_bumiputera_voters_pct,nonmuslim_bumiputera_voters_pct,voter_turnout,voter_turnout_pct,spoilt_votes,spoilt_votes_pct,parliament_number,state,parliament_status,incumbent_contesting
P194,Petra Jaya,Fadillah Yusof,BN,PBB,18236,75.4,Wan Zainal Abidin Wan Senusi,BA,PKR,5420,22.4,12816,Sulaiman Daud,BN,PBB,39365,NA,12,NA,NA,79,8,24195,61.5,292,1.2,194,Sarawak,Government,No
P195,Bandar Kuching,Chong Chieng Jen,NA,DAP,17914,51.6,Wee Kok Tiong,BN,SUPP,15873,45.8,2041,Song Swee Guan,BN,SUPP,55012,NA,91,NA,NA,5,3,34693,63.1,577,1.7,195,Sarawak,Opposition,No
P196,Stampin,Yong Khoon Seng,BN,SUPP,21155,59.1,Voon Lee Shan,NA,DAP,13424,37.5,7731,Yong Khoon Seng,BN,SUPP,59809,NA,73,NA,NA,13,13,35806,59.9,529,1.5,196,Sarawak,Government,Yes
P197,Kota Samarahan,Abdul Taib Mahmud,BN,PBB,0,NA,Unopposed,NA,NA,0,NA,0,Abdul Taib Mahmud,BN,PBB,27628,NA,12,NA,NA,65,22,NA,NA,NA,NA,197,Sarawak,Government,Yes
P198,Mambong,James Dawos Mamit,BN,PBB,15368,69.6,Mangan Ngandok,NA,STAR,6270,28.4,9098,James Dawos Mamit,BN,PBB,35650,NA,27,NA,NA,12,61,22089,62,451,2,198,Sarawak,Government,Yes
P199,Serian,Richard Riot Jaem,BN,SUPP,13960,74.7,Henry Ginai Langgie,NA,IND,4265,22.8,9695,Richard Riot Jaem,BN,SUPP,31601,NA,11,NA,NA,15,75,18686,59.1,372,2,199,Sarawak,Government,Yes
P200,Batang Sadong,Adenan Satem,BN,PBB,10767,90,Adam Ahid,BA,PAS,1035,8.6,9732,Sukinam Domo,BN,PBB,18496,NA,6,NA,NA,74,21,11969,64.7,167,1.4,200,Sarawak,Government,No
P201,Batang Lupar,Rohani Abdul Karim,BN,PBB,0,NA,Unopposed,NA,NA,0,NA,0,Wan Junaidi Tuanku Jaafar,BN,PBB,19027,NA,3,NA,NA,77,20,NA,NA,NA,NA,201,Sarawak,Government,No
P202,Sri Aman,Jimmy Donald Lim,BN,PBDS,9679,62.4,Cobbold Lusoi,NA,IND,5311,34.3,4368,Jimmy Donald Lim,BN,PRS,28015,NA,17,NA,NA,20,63,15500,55.3,316,2,202,Sarawak,Government,Yes
P203,Lubok Antu,Jawah Gerang,BN,PBDS,6962,57.4,William Nyallau Badak,NA,IND,4927,40.6,2035,Jawah Gerang,BN,PRS,17647,NA,8,NA,NA,18,74,12139,68.8,232,1.9,203,Sarawak,Government,Yes
P204,Betong,Douglas Uggah Embas,BN,PBB,11618,84.9,Abang Zulkifli Abang Engkeh,NA,SNAP,1895,13.8,9723,Douglas Uggah Embas,BN,PBB,20737,NA,7,NA,NA,50,43,13689,66,176,1.3,204,Sarawak,Government,Yes
P205,Saratok,Jelaing Mersat,BN,SPDP,11995,71.9,Edmond Stanley Jugol,NA,SNAP,4450,26.7,7545,Peter Tinggom Kamarau,BN,SNAP,24607,NA,7,NA,NA,44,49,16684,67.8,229,1.4,205,Sarawak,Government,No
P206,Kuala Rajang,Wahab Dolah,BN,PBB,0,NA,Unopposed,NA,NA,0,NA,0,Mohd Effendi Norwawi,BN,PBB,17052,NA,5,NA,NA,74,20,NA,NA,NA,NA,206,Sarawak,Government,No
P207,Sarikei,Law Hieng Ding,BN,SUPP,15485,69.8,Ngu Tieng Hai,NA,IND,3886,17.5,11599,Law Hieng Ding,BN,SUPP,35880,NA,66,NA,NA,11,23,22173,61.8,237,1.1,207,Sarawak,Government,Yes
P207,Sarikei,Law Hieng Ding,BN,SUPP,15485,69.8,Ling Bit Tiing,NA,IND,1667,7.5,11599,Law Hieng Ding,BN,SUPP,35880,NA,66,NA,NA,11,23,22173,61.8,237,1.1,207,Sarawak,Government,Yes
P207,Sarikei,Law Hieng Ding,BN,SUPP,15485,69.8,Junak Jawek,NA,IND,864,3.9,11599,Law Hieng Ding,BN,SUPP,35880,NA,66,NA,NA,11,23,22173,61.8,237,1.1,207,Sarawak,Government,Yes
P208,Julau,Joseph Salang Gandum,BN,PBDS,8388,57.8,Ambrose Labang Jamba,NA,IND,5700,39.3,2688,Joseph Salang Gandum,BN,PRS,19765,NA,5,NA,NA,12,83,14521,73.5,176,1.2,208,Sarawak,Government,Yes
P209,Kanowit,Aaron Ago Dagang,BN,PBDS,6438,58.4,Frederick Bungsu Jantan,NA,IND,4381,39.7,2057,Leo Moggie Irok,BN,PRS,18181,NA,12,NA,NA,16,72,11022,60.6,185,1.7,209,Sarawak,Government,No
P210,Lanang,Tiong Thai King,BN,SUPP,14895,58.7,David Wong Kee Woan,NA,DAP,10174,40.1,4721,Tiong Thai King,BN,SUPP,40100,NA,72,NA,NA,10,18,25374,63.3,252,1,210,Sarawak,Government,Yes
P211,Sibu,Robert Lau Hoi Chew,BN,SUPP,20501,53.6,Wong Ho Leng,NA,DAP,17161,44.9,3340,Robert Lau Hoi Chew,BN,SUPP,60832,NA,65,NA,NA,20,15,38216,62.8,430,1.1,211,Sarawak,Government,Yes
P212,Mukah,Leo Michael Toyad,BN,PBB,11829,79.7,Mohamad @ Latip Rahman,NA,IND,2651,17.9,9178,Leo Michael Toyad,BN,PBB,25853,NA,10,NA,NA,75,16,14849,57.4,341,2.3,212,Sarawak,Government,Yes
P213,Selangau,Joseph Entulu Belaun,BN,PBDS,7876,63.6,Liman Sujang,NA,SNAP,4260,34.4,3616,Joseph Mauh Ikeh,BN,PRS,20459,NA,4,NA,NA,13,83,12376,60.5,237,1.9,213,Sarawak,Government,No
P214,Kapit,Alexander Nanta Linggi,BN,PBB,0,NA,Unopposed,NA,NA,0,NA,0,Alexander Nanta Linggi,BN,PBB,23330,NA,10,NA,NA,22,68,NA,NA,NA,NA,214,Sarawak,Government,Yes
P215,Hulu Rajang,Billy Abit Joo,BN,PBDS,6949,66.7,Bendindang Manjah,NA,SNAP,3283,31.5,3666,Billy Abit Joo,BN,PRS,17185,NA,NA,NA,2,20,77,10416,60.6,171,1.6,215,Sarawak,Government,Yes
P216,Bintulu,Tiong King Sing,BN,SPDP,20225,63.1,Chiew Chiu Sing,NA,DAP,8958,27.9,11267,Tiong King Sing,BN,SPDP,49374,NA,28,NA,NA,29,44,32067,65,288,0.9,216,Sarawak,Government,Yes
P216,Bintulu,Tiong King Sing,BN,SPDP,20225,63.1,Lau Hing Kii,NA,SNAP,2583,8.1,11267,Tiong King Sing,BN,SPDP,49374,NA,28,NA,NA,29,44,32067,65,288,0.9,216,Sarawak,Government,Yes
P217,Miri,Peter Chin Fah Kui,BN,SUPP,0,NA,Unopposed,NA,NA,0,NA,0,Peter Chin Fah Kui,BN,SUPP,74266,NA,57,NA,NA,26,17,NA,NA,NA,NA,217,Sarawak,Government,Yes
P218,Baram,Jacob Dungau Sagan,BN,SPDP,7551,63.1,Kebing Wan,NA,SNAP,4241,35.4,3310,Jacob Dungau Sagan,BN,SPDP,25361,NA,9,NA,NA,21,70,11973,47.2,165,1.4,218,Sarawak,Government,Yes
P219,Bukit Mas,Henry Sum Agong,BN,PBB,0,NA,Unopposed,NA,NA,0,NA,0,Henry Sum Agong,BN,PBB,35865,NA,57,NA,NA,26,17,NA,NA,NA,NA,219,Sarawak,Government,Yes
