parliament,constituency,winner,winner_coalition,winner_party,votes_winner,votes_winner_pct,opponent,opponent_coalition,opponent_party,votes_opponent,votes_opponent_pct,majority,incumbent,incumbent_coalition,incumbent_party,eligible_voters,malay_voters_pct,chinese_voters_pct,indian_voters_pct,other_voters_pct,muslim_bumiputera_voters_pct,nonmuslim_bumiputera_voters_pct,voter_turnout,voter_turnout_pct,spoilt_votes,spoilt_votes_pct,parliament_number,state,parliament_status,incumbent_contesting
P076,Telok Intan,Seah Leong Peng,PR,DAP,27399,56.3,Moralingam Kannan,NA,IND,279,0.6,7313,Manogaran Marimuthu,PR,DAP,60483,38,42,19,NA,NA,NA,48649,80.4,885,1.5,76,Perak,Opposition,No
P077,Tanjong Malim,Ong Ka Chuan,BN,MCA,28225,53,Tan Yee Kew,PR,PKR,23897,44.9,4328,Ong Ka Chuan,BN,MCA,64499,53,27,14,NA,NA,NA,53237,82.5,1115,1.7,77,Perak,Government,Yes
P078,Cameron Highlands,Palanivel K. Govindasamy,BN,MIC,10506,46.2,Manogaran Marimuthu,PR,DAP,10044,44.2,462,Devamany S. Krishnasamy,BN,MIC,27980,34,32,13,21,NA,NA,22748,81.3,877,3.1,78,Pahang,Government,No
P078,Cameron Highlands,Palanivel K. Govindasamy,BN,MIC,10506,46.2,Mohd Shokri Mahmood,NA,BERJASA,912,4,462,Devamany S. Krishnasamy,BN,MIC,27980,34,32,13,21,NA,NA,22748,81.3,877,3.1,78,Pahang,Government,No
P078,Cameron Highlands,Palanivel K. Govindasamy,BN,MIC,10506,46.2,Alagu Thangarajoo,NA,IND,308,1.4,462,Devamany S. Krishnasamy,BN,MIC,27980,34,32,13,21,NA,NA,22748,81.3,877,3.1,78,Pahang,Government,No
P078,Cameron Highlands,Palanivel K. Govindasamy,BN,MIC,10506,46.2,Kisho Kumar Kathirveloo,NA,IND,101,0.4,462,Devamany S. Krishnasamy,BN,MIC,27980,34,32,13,21,NA,NA,22748,81.3,877,3.1,78,Pahang,Government,No
P079,Lipis,Abdul Rahman Mohamad,BN,UMNO,14863,55.1,Mohd Mahyudin Ghazal,PR,PAS,11394,42.2,3469,Mohamad Shahrum Osman,BN,UMNO,32324,76,17,6,NA,NA,NA,26986,83.5,426,1.3,79,Pahang,Government,No
P079,Lipis,Abdul Rahman Mohamad,BN,UMNO,14863,55.1,Aishaton Abu Bakar,NA,IND,303,1.1,3469,Mohamad Shahrum Osman,BN,UMNO,32324,76,17,6,NA,NA,NA,26986,83.5,426,1.3,79,Pahang,Government,No
P080,Raub,Ariff Sabri Abdul Aziz,PR,DAP,23415,52.1,Hoh Khai Mun,BN,MCA,20601,45.8,2814,Ng Yen Yen,BN,MCA,54214,50,40,6,NA,NA,NA,44943,82.9,927,1.7,80,Pahang,Opposition,No
P081,Jerantut,Ahmad Nazlan Idris,BN,UMNO,26544,53.7,Hamzah Jaafar,PR,PAS,22012,44.5,4532,Tengku Azlan Sultan Abu Bakar,BN,UMNO,58364,81,14,3,NA,NA,NA,49461,84.7,905,1.6,81,Pahang,Government,No
P082,Indera Mahkota,Fauzi Abdul Rahman,PR,PKR,30584,56.1,Wan Adnan Wan Mamat,BN,UMNO,23061,42.3,7523,Azan Ismail,PR,PKR,64219,65,29,6,NA,NA,NA,54527,84.9,689,1.1,82,Pahang,Opposition,No
P082,Indera Mahkota,Fauzi Abdul Rahman,PR,PKR,30584,56.1,Ponusamy Govindasamy,NA,IND,193,0.4,7523,Azan Ismail,PR,PKR,64219,65,29,6,NA,NA,NA,54527,84.9,689,1.1,82,Pahang,Opposition,No
P083,Kuantan,Fuziah Salleh,PR,PKR,25834,54.1,Mohamed Suffian Awang,BN,UMNO,21319,44.7,4515,Fuziah Salleh,PR,PKR,56280,63,33,4,NA,NA,NA,47723,84.8,570,1,83,Pahang,Opposition,Yes
P084,Paya Besar,Abdul Manan Ismail,BN,UMNO,23747,58.4,Murnie Hidayah Anuar,PR,PKR,16032,39.4,7715,Abdul Manan Ismail,BN,UMNO,48067,81,15,2,NA,NA,NA,40694,84.7,643,1.3,84,Pahang,Government,Yes
P084,Paya Besar,Abdul Manan Ismail,BN,UMNO,23747,58.4,Zahari Mamat,NA,IND,272,0.7,7715,Abdul Manan Ismail,BN,UMNO,48067,81,15,2,NA,NA,NA,40694,84.7,643,1.3,84,Pahang,Government,Yes
P085,Pekan,Najib Razak,BN,UMNO,51278,75.2,Fariz Musa,PR,PKR,15665,23,35613,Najib Razak,BN,UMNO,80260,88,2,NA,9,NA,NA,68218,85,1275,1.6,85,Pahang,Government,Yes
P086,Maran,Ismail Muttalib,BN,UMNO,19249,59.1,Mujibur Rahman Ishak,PR,PAS,12774,39.2,6475,Ismail Muttalib,BN,UMNO,38436,90,7,NA,2,NA,NA,32595,84.8,572,1.5,86,Pahang,Government,Yes
P087,Kuala Krau,Ismail Mohamed Said,BN,UMNO,21575,57.5,Shahril Azman Abd Halim,PR,PAS,15370,40.9,6205,Ismail Mohamed Said,BN,UMNO,43003,90,3,NA,5,NA,NA,37548,87.3,603,1.4,87,Pahang,Government,Yes
P088,Temerloh,Nasrudin Hassan,PR,PAS,28267,50.1,Saifuddin Abdullah,BN,UMNO,27197,48.2,1070,Saifuddin Abdullah,BN,UMNO,66105,64,24,9,NA,NA,NA,56441,85.4,977,1.5,88,Pahang,Opposition,Yes
P089,Bentong,Liow Tiong Lai,BN,MCA,25947,49.4,Wong Tack,PR,DAP,25568,48.7,379,Liow Tiong Lai,BN,MCA,62266,45,44,9,NA,NA,NA,52503,84.3,988,1.6,89,Pahang,Government,Yes
P090,Bera,Ismail Sabri Yaakob,BN,UMNO,21669,50.6,Zakaria Abdul Hamid,PR,PKR,19526,45.6,2143,Ismail Sabri Yaakob,BN,UMNO,50997,59,32,NA,5,NA,NA,42830,84,965,1.9,90,Pahang,Government,Yes
P090,Bera,Ismail Sabri Yaakob,BN,UMNO,21669,50.6,Mohd Wali Alang Ahamad,NA,IND,670,1.6,2143,Ismail Sabri Yaakob,BN,UMNO,50997,59,32,NA,5,NA,NA,42830,84,965,1.9,90,Pahang,Government,Yes
P091,Rompin,Jamaluddin Jarjis,BN,UMNO,30040,65.5,Nuridah Mohd Salleh,PR,PAS,14926,32.6,15114,Jamaluddin Jarjis,BN,UMNO,53596,87,2,NA,9,NA,NA,45849,85.5,883,1.6,91,Pahang,Government,Yes
P092,Sabak Bernam,Mohd Fasiah Mohd Fakeh,BN,UMNO,16510,52.1,Abdul Aziz Bari,PR,PKR,14620,46.1,1890,Abdul Rahman Bakri,BN,UMNO,37318,81,13,5,NA,NA,NA,31706,84.9,576,1.5,92,Selangor,Government,No
P093,Sungai Besar,Noriah Kasnon,BN,UMNO,18695,49.6,Mohamed Salleh M Husin,PR,PAS,18296,48.6,399,Noriah Kasnon,BN,UMNO,42837,66,31,2,NA,NA,NA,37681,88,690,1.6,93,Selangor,Government,Yes
P094,Hulu Selangor,Kamalanathan Panchanathan,BN,MIC,37403,49.9,Khalid Jaafar,PR,PKR,33989,45.4,3414,Kamalanathan Panchanathan,BN,MIC,85697,56,23,18,NA,NA,NA,74947,87.4,1451,1.7,94,Selangor,Government,Yes
P094,Hulu Selangor,Kamalanathan Panchanathan,BN,MIC,37403,49.9,Radzali Mokhtar,NA,IND,1105,1.5,3414,Kamalanathan Panchanathan,BN,MIC,85697,56,23,18,NA,NA,NA,74947,87.4,1451,1.7,94,Selangor,Government,Yes
P094,Hulu Selangor,Kamalanathan Panchanathan,BN,MIC,37403,49.9,Edmund Santhara Kumar Ramanaidu,NA,IND,999,1.3,3414,Kamalanathan Panchanathan,BN,MIC,85697,56,23,18,NA,NA,NA,74947,87.4,1451,1.7,94,Selangor,Government,Yes
P095,Tanjong Karang,Noh Omar,BN,UMNO,20548,54.5,Mohamad Rashdi Deraman,PR,PAS,16154,42.9,4394,Noh Omar,BN,UMNO,42333,72,17,10,NA,NA,NA,37676,89,634,1.5,95,Selangor,Government,Yes
P095,Tanjong Karang,Noh Omar,BN,UMNO,20548,54.5,Masrun Tamsi,NA,IND,340,0.9,4394,Noh Omar,BN,UMNO,42333,72,17,10,NA,NA,NA,37676,89,634,1.5,95,Selangor,Government,Yes
P096,Kuala Selangor,Irmohizam Ibrahim,BN,UMNO,27500,49.6,Dzulkefly Ahmad,PR,PAS,27040,48.7,460,Dzulkefly Ahmad,PR,PAS,62298,64,13,22,NA,NA,NA,55474,89,934,1.5,96,Selangor,Government,Yes
P097,Selayang,William Leong Jee Keen,PR,PKR,52343,56.7,Donald Lim Siang Chai,BN,MCA,34385,37.2,17958,William Leong Jee Keen,PR,PKR,105895,45,36,17,NA,NA,NA,92315,87.2,1435,1.4,97,Selangor,Opposition,Yes
P097,Selayang,William Leong Jee Keen,PR,PKR,52343,56.7,Mohd Hazizi Ab. Rahman,NA,BERJASA,4152,4.5,17958,William Leong Jee Keen,PR,PKR,105895,45,36,17,NA,NA,NA,92315,87.2,1435,1.4,97,Selangor,Opposition,Yes
P098,Gombak,Mohamed Azmin Ali,PR,PKR,54827,51.4,Rahman Ismail,BN,UMNO,50093,46.9,4734,Mohamed Azmin Ali,PR,PKR,123290,74,13,11,NA,NA,NA,106747,86.6,1353,1.1,98,Selangor,Opposition,Yes
P098,Gombak,Mohamed Azmin Ali,PR,PKR,54827,51.4,Said Nazar Abu Baker,NA,IND,474,0.4,4734,Mohamed Azmin Ali,PR,PKR,123290,74,13,11,NA,NA,NA,106747,86.6,1353,1.1,98,Selangor,Opposition,Yes
P099,Ampang,Zuraida Kamarudin,PR,PKR,41969,58.8,Rozaidah Talib,BN,UMNO,28691,40.2,13278,Zuraida Kamarudin,PR,PKR,83135,55,34,10,NA,NA,NA,71398,85.9,738,0.9,99,Selangor,Opposition,Yes
P100,Pandan,Rafizi Ramli,PR,PKR,48183,65.9,Lim Chin Yee,BN,MCA,21454,29.4,26729,Ong Tee Keat,BN,MCA,83857,44,48,7,NA,NA,NA,73075,87.1,1023,1.2,100,Selangor,Opposition,No
P100,Pandan,Rafizi Ramli,PR,PKR,48183,65.9,Tan Yew Leng,NA,IND,2415,3.3,26729,Ong Tee Keat,BN,MCA,83857,44,48,7,NA,NA,NA,73075,87.1,1023,1.2,100,Selangor,Opposition,No
P101,Hulu Langat,Che Rosli Che Mat,PR,PAS,64127,57.1,Adzhaliza Mohd Nor,BN,UMNO,46860,41.7,17267,Che Rosli Che Mat,PR,PAS,127347,53,34,11,NA,NA,NA,112322,88.2,1335,1,101,Selangor,Opposition,Yes
P102,Serdang,Ong Kian Ming,PR,DAP,79238,67.1,Yap Pian Hon,BN,MCA,37032,31.4,42206,Teo Nie Ching,PR,DAP,133139,39,49,11,NA,NA,NA,118048,88.7,1778,1.3,102,Selangor,Opposition,No
P103,Puchong,Gobind Singh Deo,PR,DAP,62938,66.7,A. Kohilan Pillay,BN,Gerakan,30136,31.9,32802,Gobind Singh Deo,PR,DAP,107010,39,44,16,NA,NA,NA,94335,88.1,1261,1.2,103,Selangor,Opposition,Yes
P104,Kelana Jaya,Wong Chen,PR,PKR,56790,65.8,Loh Seng Kok,BN,MCA,27963,32.4,28827,Loh Gwo Burne,PR,PKR,101236,38,42,18,NA,NA,NA,86287,85.2,1171,1.1,104,Selangor,Opposition,No
P104,Kelana Jaya,Wong Chen,PR,PKR,56790,65.8,Toh Sin Wah,NA,IND,363,0.4,28827,Loh Gwo Burne,PR,PKR,101236,38,42,18,NA,NA,NA,86287,85.2,1171,1.1,104,Selangor,Opposition,No
P105,Petaling Jaya Selatan,Hee Loy Sian,PR,PKR,41062,63,Sheah Kok Fah,BN,MCA,21846,33.5,19216,Hee Loy Sian,PR,PKR,79558,40,42,17,NA,NA,NA,65185,81.9,830,1,105,Selangor,Opposition,Yes
P105,Petaling Jaya Selatan,Hee Loy Sian,PR,PKR,41062,63,Ibrahim Khatib,NA,IND,1447,2.2,19216,Hee Loy Sian,PR,PKR,79558,40,42,17,NA,NA,NA,65185,81.9,830,1,105,Selangor,Opposition,Yes
P106,Petaling Jaya Utara,Tony Pua Kiam Wee,PR,DAP,57407,81.3,Chew Hoong Ling,BN,MCA,12735,18,44672,Tony Pua Kiam Wee,PR,DAP,85401,14,77,7,NA,NA,NA,70614,82.7,472,0.6,106,Selangor,Opposition,Yes
P107,Subang,Sivarasa K. Rasiah,PR,PKR,66268,58.8,Prakash Rao Applanaidoo,BN,MIC,39549,35.1,26719,Sivarasa K. Rasiah,PR,PKR,128543,48,38,13,NA,NA,NA,112618,87.6,1669,1.3,107,Selangor,Opposition,Yes
P107,Subang,Sivarasa K. Rasiah,PR,PKR,66268,58.8,Mohamad Ismail,NA,BERJASA,4454,4,26719,Sivarasa K. Rasiah,PR,PKR,128543,48,38,13,NA,NA,NA,112618,87.6,1669,1.3,107,Selangor,Opposition,Yes
P107,Subang,Sivarasa K. Rasiah,PR,PKR,66268,58.8,Nazaruddin Mohamed Ferdoos,NA,IND,460,0.4,26719,Sivarasa K. Rasiah,PR,PKR,128543,48,38,13,NA,NA,NA,112618,87.6,1669,1.3,107,Selangor,Opposition,Yes
P107,Subang,Sivarasa K. Rasiah,PR,PKR,66268,58.8,Edros Abdullah,NA,IND,218,0.2,26719,Sivarasa K. Rasiah,PR,PKR,128543,48,38,13,NA,NA,NA,112618,87.6,1669,1.3,107,Selangor,Opposition,Yes
P108,Shah Alam,Khalid Samad,PR,PAS,49009,55.7,Zulkifli Noordin,BN,UMNO,38070,43.3,10939,Khalid Samad,PR,PAS,99957,69,15,14,NA,NA,NA,87942,88,863,0.9,108,Selangor,Opposition,Yes
P109,Kapar,Manivannan Gowindasamy,PR,PKR,69849,55.1,Sakthivel Alagappan,BN,MIC,46059,36.4,23790,Manikavasagam Sundram,PR,PKR,144159,51,34,14,NA,NA,NA,126709,87.9,2379,1.7,109,Selangor,Opposition,No
P109,Kapar,Manivannan Gowindasamy,PR,PKR,69849,55.1,Mohd Pathan Hussin,NA,BERJASA,6289,5,23790,Manikavasagam Sundram,PR,PKR,144159,51,34,14,NA,NA,NA,126709,87.9,2379,1.7,109,Selangor,Opposition,No
P109,Kapar,Manivannan Gowindasamy,PR,PKR,69849,55.1,Norhamzah Suratman,NA,IND,1067,0.8,23790,Manikavasagam Sundram,PR,PKR,144159,51,34,14,NA,NA,NA,126709,87.9,2379,1.7,109,Selangor,Opposition,No
P109,Kapar,Manivannan Gowindasamy,PR,PKR,69849,55.1,Mohd Nazri Abdul Aziz,NA,IND,835,0.7,23790,Manikavasagam Sundram,PR,PKR,144159,51,34,14,NA,NA,NA,126709,87.9,2379,1.7,109,Selangor,Opposition,No
P109,Kapar,Manivannan Gowindasamy,PR,PKR,69849,55.1,Palaya Rengaiah,NA,IND,231,0.2,23790,Manikavasagam Sundram,PR,PKR,144159,51,34,14,NA,NA,NA,126709,87.9,2379,1.7,109,Selangor,Opposition,No
P110,Klang,Charles Anthony R. Santiago,PR,DAP,53719,63.9,Teh Kim Poo,BN,MCA,29034,34.5,24685,Charles Anthony R. Santiago,PR,DAP,97073,32,46,20,NA,NA,NA,84095,86.6,1342,1.4,110,Selangor,Opposition,Yes
P111,Kota Raja,Siti Mariah Mahmud,PR,PAS,59106,63.9,Murugesan Sinnandavar,BN,MIC,29711,32.1,29395,Siti Mariah Mahmud,PR,PAS,105909,44,25,29,NA,NA,NA,92563,87.4,1102,1,111,Selangor,Opposition,Yes
P111,Kota Raja,Siti Mariah Mahmud,PR,PAS,59106,63.9,Uthayakumar Ponnusamy,NA,IND,2364,2.6,29395,Siti Mariah Mahmud,PR,PAS,105909,44,25,29,NA,NA,NA,92563,87.4,1102,1,111,Selangor,Opposition,Yes
P111,Kota Raja,Siti Mariah Mahmud,PR,PAS,59106,63.9,Azman Idrus,NA,IND,280,0.3,29395,Siti Mariah Mahmud,PR,PAS,105909,44,25,29,NA,NA,NA,92563,87.4,1102,1,111,Selangor,Opposition,Yes
P112,Kuala Langat,Abdullah Sani Abdul Hamid,PR,PKR,40983,52.2,Sharuddin Omar,BN,UMNO,35625,45.4,5358,Abdullah Sani Abdul Hamid,PR,PKR,88474,52,26,17,NA,NA,NA,78551,88.8,1523,1.7,112,Selangor,Opposition,Yes
P112,Kuala Langat,Abdullah Sani Abdul Hamid,PR,PKR,40983,52.2,Kottappan Suppaiah,NA,IND,426,0.5,5358,Abdullah Sani Abdul Hamid,PR,PKR,88474,52,26,17,NA,NA,NA,78551,88.8,1523,1.7,112,Selangor,Opposition,Yes
P113,Sepang,Mohamed Hanipa Maidin,PR,PAS,36800,49.1,Mohd Zin Mohamed,BN,UMNO,35658,47.6,1142,Mohd Zin Mohamed,BN,UMNO,84362,57,22,16,NA,NA,NA,74961,88.8,1226,1.4,113,Selangor,Opposition,Yes
P113,Sepang,Mohamed Hanipa Maidin,PR,PAS,36800,49.1,Suhaimi Mohd Ghazali,NA,IND,962,1.3,1142,Mohd Zin Mohamed,BN,UMNO,84362,57,22,16,NA,NA,NA,74961,88.8,1226,1.4,113,Selangor,Opposition,Yes
P113,Sepang,Mohamed Hanipa Maidin,PR,PAS,36800,49.1,Hanapiah Mohamad,NA,IND,315,0.4,1142,Mohd Zin Mohamed,BN,UMNO,84362,57,22,16,NA,NA,NA,74961,88.8,1226,1.4,113,Selangor,Opposition,Yes
P114,Kepong,Tan Seng Giaw,PR,DAP,47837,81.8,Chandrakumanan Arumugam,BN,PPP,7530,12.9,40307,Tan Seng Giaw,PR,DAP,68035,4,89,6,NA,NA,NA,58512,86,388,0.6,114,Kuala Lumpur,Opposition,Yes
P114,Kepong,Tan Seng Giaw,PR,DAP,47837,81.8,Yee Poh Ping,NA,IND,2757,4.7,40307,Tan Seng Giaw,PR,DAP,68035,4,89,6,NA,NA,NA,58512,86,388,0.6,114,Kuala Lumpur,Opposition,Yes
P115,Batu,Chua Tian Chang,PR,PKR,41672,57.9,Dominic Lau Hoe Chai,BN,Gerakan,28388,39.4,13284,Chua Tian Chang,PR,PKR,85402,44,38,16,NA,NA,NA,71988,84.3,606,0.7,115,Kuala Lumpur,Opposition,Yes
P115,Batu,Chua Tian Chang,PR,PKR,41672,57.9,Hashim Abdul Karim,NA,IND,949,1.3,13284,Chua Tian Chang,PR,PKR,85402,44,38,16,NA,NA,NA,71988,84.3,606,0.7,115,Kuala Lumpur,Opposition,Yes
P115,Batu,Chua Tian Chang,PR,PKR,41672,57.9,Nazariah Abbas,NA,IND,209,0.3,13284,Chua Tian Chang,PR,PKR,85402,44,38,16,NA,NA,NA,71988,84.3,606,0.7,115,Kuala Lumpur,Opposition,Yes
P115,Batu,Chua Tian Chang,PR,PKR,41672,57.9,Atan Jasin,NA,IND,164,0.2,13284,Chua Tian Chang,PR,PKR,85402,44,38,16,NA,NA,NA,71988,84.3,606,0.7,115,Kuala Lumpur,Opposition,Yes
P116,Wangsa Maju,Tan Kee Kwong,PR,PKR,31641,54.4,Mohd Shafei Abdullah,BN,UMNO,26130,44.9,5511,Wee Choo Keong,NA,IND,67775,53,36,9,NA,NA,NA,58146,85.8,375,0.6,116,Kuala Lumpur,Opposition,No
P117,Segambut,Lim Lip Eng,PR,DAP,41383,64.6,Jayanthi Devi Balaguru,BN,Gerakan,22184,34.6,19199,Lim Lip Eng ,PR,DAP,75631,33,53,12,NA,NA,NA,64052,84.7,485,0.6,117,Kuala Lumpur,Opposition,No
P118,Setiawangsa,Ahmad Fauzi Zahari,BN,UMNO,26809,50.8,Ibrahim Yaacob,PR,PKR,25419,48.2,1390,Zulhasnan Rafique,BN,UMNO,62309,56,30,11,NA,NA,NA,52730,84.6,502,0.8,118,Kuala Lumpur,Government,No
P119,Titiwangsa,Johari Abdul Ghani,BN,UMNO,23034,50.6,Ahmad Zamri Asa'ad Khuzami,PR,PAS,22168,48.7,866,Vacant,NA,none,55282,68,20,10,NA,NA,NA,45513,82.3,311,0.6,119,Kuala Lumpur,Government,No
P120,Bukit Bintang,Fong Kui Lun,PR,DAP,30408,72.8,Frankie Gan Joon Zin,BN,MCA,11009,26.4,19399,Fong Kui Lun,PR,DAP,55721,14,73,11,NA,NA,NA,41772,75,355,0.6,120,Kuala Lumpur,Opposition,Yes
P121,Lembah Pantai,Nurul Izzah Anwar,PR,PKR,31008,51,Raja Nong Chik Raja Zainal Abidin,BN,UMNO,29161,47.9,1847,Nurul Izzah Anwar,PR,PKR,72396,55,23,20,NA,NA,NA,60855,84.1,519,0.7,121,Kuala Lumpur,Opposition,Yes
P121,Lembah Pantai,Nurul Izzah Anwar,PR,PKR,31008,51,Rusli Baba,NA,IND,167,0.3,1847,Nurul Izzah Anwar,PR,PKR,72396,55,23,20,NA,NA,NA,60855,84.1,519,0.7,121,Kuala Lumpur,Opposition,Yes
P122,Seputeh,Teresa Kok Suh Sim,PR,DAP,61500,85.7,Nicole Wong Siaw Ting,BN,MCA,9948,13.9,51552,Teresa Kok Suh Sim,PR,DAP,85976,5,88,6,NA,NA,NA,71750,83.5,302,0.4,122,Kuala Lumpur,Opposition,Yes
P123,Cheras,Tan Kok Wai,PR,DAP,48249,81.2,Teoh Chee Hooi,BN,MCA,10840,18.2,37409,Tan Kok Wai,PR,DAP,72551,10,82,7,NA,NA,NA,59404,81.9,315,0.4,123,Kuala Lumpur,Opposition,Yes
P124,Bandar Tun Razak,Abdul Khalid Ibrahim,PR,PKR,44067,56.4,Tan Kok Eng,BN,MCA,32235,41.2,11832,Abdul Khalid Ibrahim,PR,PKR,90993,53,37,9,NA,NA,NA,78147,85.9,861,0.9,124,Kuala Lumpur,Opposition,Yes
P124,Bandar Tun Razak,Abdul Khalid Ibrahim,PR,PKR,44067,56.4,Mohamad Sukeri Abdul Samat,NA,IND,793,1,11832,Abdul Khalid Ibrahim,PR,PKR,90993,53,37,9,NA,NA,NA,78147,85.9,861,0.9,124,Kuala Lumpur,Opposition,Yes
P124,Bandar Tun Razak,Abdul Khalid Ibrahim,PR,PKR,44067,56.4,Mokhtar Salahudin,NA,IND,191,0.2,11832,Abdul Khalid Ibrahim,PR,PKR,90993,53,37,9,NA,NA,NA,78147,85.9,861,0.9,124,Kuala Lumpur,Opposition,Yes
P125,Putrajaya,Tengku Adnan Tengku Mansor,BN,UMNO,9943,69,Husam Musa,PR,PAS,4402,30.5,5541,Tengku Adnan Tengku Mansor,BN,UMNO,15791,94,NA,3,2,NA,NA,14418,91.3,73,0.5,125,Putrajaya,Government,Yes
P126,Jelebu,Zainudin Ismail,BN,UMNO,22114,58.4,Raj Munni Sabu,PR,PAS,15013,39.6,7101,Rais Yatim,BN,UMNO,44937,63,26,6,NA,NA,NA,37883,84.3,756,1.7,126,Negeri Sembilan,Government,No
P127,Jempol,Mohd Isa Abdul Samad,BN,UMNO,31124,56.9,Wan Aishah Wan Ariffin,PR,PAS,22495,41.1,8629,Lilah Yasin,BN,UMNO,65213,60,25,13,NA,NA,NA,54701,83.9,1082,1.7,127,Negeri Sembilan,Government,No
P128,Seremban,Loke Siew Fook,PR,DAP,45628,52.2,Yeow Chai Thiam,BN,MCA,33075,37.9,12553,John Fernandez,NA,IND,102305,44,41,14,NA,NA,NA,87359,85.4,1486,1.5,128,Negeri Sembilan,Opposition,Yes
P128,Seremban,Loke Siew Fook,PR,DAP,45628,52.2,Abdul Halim Abdullah,NA,BERJASA,6866,7.9,12553,John Fernandez,NA,IND,102305,44,41,14,NA,NA,NA,87359,85.4,1486,1.5,128,Negeri Sembilan,Opposition,Yes
P128,Seremban,Loke Siew Fook,PR,DAP,45628,52.2,John Fernandez,NA,IND,221,0.3,12553,John Fernandez,NA,IND,102305,44,41,14,NA,NA,NA,87359,85.4,1486,1.5,128,Negeri Sembilan,Opposition,Yes
P128,Seremban,Loke Siew Fook,PR,DAP,45628,52.2,Bujang Abu,NA,IND,83,0.1,12553,John Fernandez,NA,IND,102305,44,41,14,NA,NA,NA,87359,85.4,1486,1.5,128,Negeri Sembilan,Opposition,Yes
P129,Kuala Pilah,Hasan Malek,BN,UMNO,24507,61,Mohd Nazree Mohd Yunus,PR,PKR,14846,37,9661,Hasan Malek,BN,UMNO,47671,76,17,5,NA,NA,NA,40147,84.2,794,1.7,129,Negeri Sembilan,Government,Yes
P130,Rasah,Teo Kok Seong,PR,DAP,49272,65.1,Teo Eng Kian,BN,MCA,25171,33.3,24101,Loke Siew Fook,PR,DAP,88403,28,48,22,NA,NA,NA,75651,85.6,1208,1.4,130,Negeri Sembilan,Opposition,No
P131,Rembau,Khairy Jamaluddin Abu Bakar,BN,UMNO,43053,62.1,Radzali A. Ghani,PR,PKR,24696,35.6,18357,Khairy Jamaluddin,BN,UMNO,79661,70,12,16,NA,NA,NA,69291,87,1217,1.5,131,Negeri Sembilan,Government,No
P131,Rembau,Khairy Jamaluddin Abu Bakar,BN,UMNO,43053,62.1,Abdul Aziz Hassan,NA,IND,325,0.5,18357,Khairy Jamaluddin,BN,UMNO,79661,70,12,16,NA,NA,NA,69291,87,1217,1.5,131,Negeri Sembilan,Government,No
P132,Telok Kemang,Kamarul Bahrin Abbas,PR,PKR,29848,49.9,Mogan Velayatham,BN,MIC,28269,47.2,1579,Kamarul Bahrin Abbas,PR,PKR,70524,42,34,21,NA,NA,NA,59855,84.9,1344,1.9,132,Negeri Sembilan,Opposition,Yes
P132,Telok Kemang,Kamarul Bahrin Abbas,PR,PKR,29848,49.9,Kamarudin Kumaravel Abdullah,NA,IND,394,0.7,1579,Kamarul Bahrin Abbas,PR,PKR,70524,42,34,21,NA,NA,NA,59855,84.9,1344,1.9,132,Negeri Sembilan,Opposition,Yes
P133,Tampin,Shaziman Abu Mansor,BN,UMNO,29390,60.4,Abdul Razakek Abdul Rahim,PR,PAS,18228,37.5,11162,Shaziman Abu Mansor,BN,UMNO,57268,61,24,13,NA,NA,NA,48660,85,1042,1.8,133,Negeri Sembilan,Government,Yes
P134,Masjid Tanah,Mas Ermieyati Samsudin,BN,UMNO,27688,69.7,Mohd Nasaie Ismail,PR,PAS,11488,28.9,16200,Abu Seman Yusop,BN,UMNO,45952,82,13,4,NA,NA,NA,39742,86.5,566,1.2,134,Melaka,Government,No
P135,Alor Gajah,Koh Nai Kwong,BN,MCA,32594,59.2,Damian Yeo Shin Li,PR,DAP,20997,38.2,11597,Fong Chan Onn,BN,MCA,63591,59,28,13,NA,NA,NA,55028,86.5,1437,2.2,135,Melaka,Government,No
P136,Tangga Batu,Abu Bakar Mohamad Diah,BN,UMNO,39468,61.4,Rahim Ali,PR,PKR,23835,37.1,15633,Idris Haron,BN,UMNO,73282,68,25,NA,4,NA,NA,64288,87.7,985,1.3,136,Melaka,Government,No
P137,Bukit Katil,Shamsul Iskandar Md. Akin,PR,PKR,46357,52.6,Mohd Ali Rustam,BN,UMNO,40624,46.1,5733,Md Sirat Abu,BN,UMNO,99438,53,41,6,NA,NA,NA,88083,88.4,1102,1.1,137,Melaka,Opposition,No
P138,Kota Melaka,Sim Tong Him,PR,DAP,49521,62.3,Yee Kok Wah,BN,MCA,28775,36.2,20746,Sim Tong Him ,PR,DAP,92322,36,59,4,NA,NA,NA,79464,86.1,1168,1.3,138,Melaka,Opposition,No
P139,Jasin,Ahmad Hamzah,BN,UMNO,33736,59.5,Rahmat Yusof,PR,PKR,21973,38.7,11763,Ahmad Hamzah,BN,UMNO,64455,71,18,10,NA,NA,NA,56710,88.8,1001,1.6,139,Melaka,Government,Yes
P140,Segamat,Subramaniam Sathasivam,BN,MIC,20037,50.3,Chua Jui Meng,PR,PKR,18820,47.3,1217,Subramaniam Sathasivam,BN,MIC,47009,44,46,10,NA,NA,NA,39807,84.7,950,2,140,Johor,Government,Yes
P141,Sekijang,Anuar Abdul Manap,BN,UMNO,19934,53.2,Julailey Jemadi,PR,PKR,16927,45.2,3007,Baharum Mohamed,BN,UMNO,43066,56,39,5,NA,NA,NA,37448,87,587,1.4,141,Johor,Government,No
