parliament,constituency,winner,winner_coalition,winner_party,votes_winner,votes_winner_pct,opponent,opponent_coalition,opponent_party,votes_opponent,votes_opponent_pct,majority,incumbent,incumbent_coalition,incumbent_party,eligible_voters,malay_voters_pct,chinese_voters_pct,indian_voters_pct,other_voters_pct,muslim_bumiputera_voters_pct,nonmuslim_bumiputera_voters_pct,voter_turnout,voter_turnout_pct,spoilt_votes,spoilt_votes_pct,parliament_number,state,parliament_status,incumbent_contesting
P014,Merbok,Ismail Daut,BN,UMNO,38538,51.9,Nor Azrina Surip,PR,PKR,34416,46.3,4122,Rashid Din,PR,PKR,85908,65,17,18,NA,NA,NA,74294,86.5,1340,1.5,14,Kedah,Government,No
P015,Sungai Petani,Johari Abdul,PR,PKR,44194,54.7,Syamsyul Anuar Che Mey @ Ismail,BN,UMNO,34646,42.9,9548,Johari Abdul,PR,PKR,93176,59,29,12,NA,NA,NA,80771,86.7,959,1,15,Kedah,Opposition,Yes
P015,Sungai Petani,Johari Abdul,PR,PKR,44194,54.7,Ong Wei Sin,NA,IND,772,1,9548,Johari Abdul,PR,PKR,93176,59,29,12,NA,NA,NA,80771,86.7,959,1,15,Kedah,Opposition,Yes
P015,Sungai Petani,Johari Abdul,PR,PKR,44194,54.7,Suhaimi Hashim,NA,KITA,200,0.2,9548,Johari Abdul,PR,PKR,93176,59,29,12,NA,NA,NA,80771,86.7,959,1,15,Kedah,Opposition,Yes
P016,Baling,Abdul Azeez Abdul Rahim,BN,UMNO,43504,52.5,Najmi Ahmad,PR,PAS,38319,46.2,5185,Taib Azamudden Md Taib,PR,PAS,93168,89,5,5,NA,NA,NA,82914,89,1091,1.2,16,Kedah,Government,No
P017,Padang Serai,Surendran Nagarajan,PR,PKR,34151,53,Heng Seai Kie,BN,MCA,25714,39.9,8437,Gobalakrishnan Nagapan,NA,IND,74095,56,23,21,NA,NA,NA,64387,86.9,1223,1.7,17,Kedah,Opposition,Yes
P017,Padang Serai,Surendran Nagarajan,PR,PKR,34151,53,Hamidi Abu Hassan,NA,BERJASA,2630,4.1,8437,Gobalakrishnan Nagapan,NA,IND,74095,56,23,21,NA,NA,NA,64387,86.9,1223,1.7,17,Kedah,Opposition,Yes
P017,Padang Serai,Surendran Nagarajan,PR,PKR,34151,53,Gobalakrishnan Nagapan,NA,IND,390,0.6,8437,Gobalakrishnan Nagapan,NA,IND,74095,56,23,21,NA,NA,NA,64387,86.9,1223,1.7,17,Kedah,Opposition,Yes
P017,Padang Serai,Surendran Nagarajan,PR,PKR,34151,53,Othman Wawi,NA,IND,279,0.4,8437,Gobalakrishnan Nagapan,NA,IND,74095,56,23,21,NA,NA,NA,64387,86.9,1223,1.7,17,Kedah,Opposition,Yes
P018,Kulim-Bandar Baharu,Abd. Aziz Sheikh Fadzir,BN,UMNO,26782,51,Saifuddin Nasution Ismail,PR,PKR,24911,47.4,1871,Zulkifli Nordin,NA,IND,60910,68,19,13,NA,NA,NA,52532,86.2,839,1.4,18,Kedah,Government,No
P019,Tumpat,Kamarudin Jaffar,PR,PAS,46191,55.8,Mansor Salleh,BN,UMNO,35487,42.9,10704,Kamarudin Jaffar,PR,PAS,98632,93,3,NA,4,NA,NA,82764,83.9,1086,1.1,19,Kelantan,Opposition,Yes
P020,Pengkalan Chepa,Izani Husin,PR,PAS,34617,63.2,Dali Husin,BN,UMNO,19497,35.6,15120,Abdul Halim Abdul Rahman,PR,PAS,64409,98,2,NA,NA,NA,NA,54797,85.1,683,1.1,20,Kelantan,Opposition,No
P021,Kota Bharu,Takiyuddin Hassan,PR,PAS,40620,61.5,Mohamad Fatmi Che Salleh,BN,UMNO,24650,37.3,15970,Wan Abdul Rahim Wan Abdullah,PR,PAS,81268,83,16,1,NA,NA,NA,66084,81.3,666,0.8,21,Kelantan,Opposition,No
P021,Kota Bharu,Takiyuddin Hassan,PR,PAS,40620,61.5,Mohd Zakiman Abu Bakar,NA,IND,148,0.2,15970,Wan Abdul Rahim Wan Abdullah,PR,PAS,81268,83,16,1,NA,NA,NA,66084,81.3,666,0.8,21,Kelantan,Opposition,No
P022,Pasir Mas,Nik Mohamad Abduh Nik Abdul Aziz,PR,PAS,33431,55.8,Ibrahim Ali,NA,IND,25384,42.4,8047,Ibrahim Ali,NA,IND,71965,97,3,NA,NA,NA,NA,59930,83.3,1115,1.5,22,Kelantan,Opposition,Yes
P023,Rantau Panjang,Siti Zailah Mohd Yusoff,PR,PAS,23767,56.9,Ghazali Ismail,BN,UMNO,17405,41.6,6362,Siti Zailah Mohd Yusoff,PR,PAS,52903,98,1,NA,1,NA,NA,41804,79,632,1.2,23,Kelantan,Opposition,Yes
P024,Kubang Kerian,Ahmad Baihaki Atiqullah,PR,PAS,35510,64.7,Anuar Safian,BN,UMNO,18769,34.2,16741,Salahuddin Ayub,PR,PAS,65390,98,2,NA,NA,NA,NA,54884,83.9,605,0.9,24,Kelantan,Opposition,No
P025,Bachok,Ahmad Marzuk Shaary,PR,PAS,35419,49.5,Awang Adek Hussin,BN,UMNO,35218,49.2,201,Nasharudin Mat Isa,PR,PAS,81566,99,1,NA,NA,NA,NA,71584,87.8,947,1.2,25,Kelantan,Opposition,No
P026,Ketereh,Annuar Musa,BN,UMNO,26912,50.1,Abdul Aziz Abdul Kadir,PR,PKR,25938,48.3,974,Abdul Aziz Abdul Kadir,PR,PKR,62217,97,2,NA,1,NA,NA,53726,86.4,876,1.4,26,Kelantan,Government,Yes
P027,Tanah Merah,Ikmal Hisham Abdul Aziz,BN,UMNO,26505,53.1,Nik Mahmood Nik Hassan,PR,PKR,22278,44.7,4227,Amran Abdul Ghani,PR,PKR,58237,95,4,1,NA,NA,NA,49872,85.6,876,1.5,27,Kelantan,Government,No
P027,Tanah Merah,Ikmal Hisham Abdul Aziz,BN,UMNO,26505,53.1,Ahmad Fizal Che Harun,NA,IND,213,0.4,4227,Amran Abdul Ghani,PR,PKR,58237,95,4,1,NA,NA,NA,49872,85.6,876,1.5,27,Kelantan,Government,No
P028,Pasir Puteh,Nik Mazian Nik Mohamad,PR,PAS,33579,50.8,Tuan Mustaffa Tuan Mat,BN,UMNO,31691,48,1888,Muhammad Husin,PR,PAS,76259,98,1,NA,1,NA,NA,66040,86.6,770,1,28,Kelantan,Opposition,No
P029,Machang,Ahmad Jazlan Yaakub,BN,UMNO,25660,50.1,Wan Zawawi Wan Ismail,PR,PKR,24855,48.5,805,Saifuddin Nasution Ismail,PR,PKR,59226,96,4,NA,NA,NA,NA,51244,86.5,729,1.2,29,Kelantan,Government,No
P030,Jeli,Mustapa Mohamed,BN,UMNO,21345,56.5,Mohd Apandi Mohamad,PR,PAS,16009,42.4,5336,Mustapa Mohamed,BN,UMNO,43224,99,NA,NA,1,NA,NA,37778,87,424,1,30,Kelantan,Government,Yes
P031,Kuala Krai,Mohd Hatta Ramli,PR,PAS,27919,51.2,Tuan Aziz Tuan Hamat,BN,UMNO,25876,47.5,2043,Mohd Hatta Ramli,PR,PAS,63101,94,4,1,NA,NA,NA,54515,86.4,720,1.1,31,Kelantan,Opposition,Yes
P032,Gua Musang,Tengku Razaleigh Hamzah,BN,UMNO,21367,61,Wan Abdul Rahim Wan Abdullah,PR,PAS,12954,37,8413,Tengku Razaleigh Hamzah,BN,UMNO,40176,80,7,NA,12,NA,NA,35033,87.2,712,1.8,32,Kelantan,Government,Yes
P033,Besut,Idris Jusoh,BN,UMNO,35232,56.1,Riduan Mohamad Nor,PR,PAS,26890,42.8,8342,Abdullah Md Zin,BN,UMNO,72566,98,2,NA,NA,NA,NA,62763,86.5,641,0.9,33,Terengganu,Government,No
P034,Setiu,Che Mohamad Zulkifly Jusoh,BN,UMNO,33198,56.1,Omar Sidek,PR,PAS,25255,42.7,7943,Mohd Jidin Shafee,BN,UMNO,67280,100,NA,NA,NA,NA,NA,59138,87.9,685,1,34,Terengganu,Government,No
P035,Kuala Nerus,Mohd Khairuddin Aman Razali,PR,PAS,33861,49.9,Mohd Nasir Ibrahim Fikri,BN,UMNO,33251,49,610,Mohd Nasir Ibrahim Fikri,BN,UMNO,76238,99,1,NA,NA,NA,NA,67884,89,772,1,35,Terengganu,Opposition,Yes
P036,Kuala Terengganu,Raja Kamarul Bahrin Shah Raja Ahmad,PR,PAS,45828,56,Mohd Zubir Embong,BN,UMNO,35043,42.8,10785,Mohd Abdul Wahid Endut,PR,PAS,94406,89,10,1,NA,NA,NA,81898,86.8,845,0.9,36,Terengganu,Opposition,No
P036,Kuala Terengganu,Raja Kamarul Bahrin Shah Raja Ahmad,PR,PAS,45828,56,Maimun Yusuf,NA,IND,182,0.2,10785,Mohd Abdul Wahid Endut,PR,PAS,94406,89,10,1,NA,NA,NA,81898,86.8,845,0.9,36,Terengganu,Opposition,No
P037,Marang,Abdul Hadi Awang,PR,PAS,42984,52.6,Yahya Khatib Mohamad,BN,UMNO,37860,46.4,5124,Abdul Hadi Awang,PR,PAS,90795,98,2,NA,NA,NA,NA,81649,89.9,805,0.9,37,Terengganu,Opposition,Yes
P038,Hulu Terengganu,Jailani Johari,BN,UMNO,31940,56.5,Kamaruzaman Abdullah,PR,PAS,23727,42,8213,Mohd Nor Othman,BN,UMNO,63543,99,1,NA,NA,NA,NA,56490,88.9,823,1.3,38,Terengganu,Government,No
P039,Dungun,Wan Hassan Mohd Ramli,PR,PAS,35348,51.9,Rosli Mat Hassan,BN,UMNO,31406,46.2,3942,Matulidi Jusoh,BN,UMNO,78174,96,4,NA,NA,NA,NA,68047,87,909,1.2,39,Terengganu,Opposition,No
P039,Dungun,Wan Hassan Mohd Ramli,PR,PAS,35348,51.9,Mazlan Harun,NA,IND,384,0.6,3942,Matulidi Jusoh,BN,UMNO,78174,96,4,NA,NA,NA,NA,68047,87,909,1.2,39,Terengganu,Opposition,No
P040,Kemaman,Ahmad Shabery Cheek,BN,UMNO,45525,56.9,Kamarudin Chik,PR,PKR,33219,41.5,12306,Ahmad Shabery Cheek,BN,UMNO,91942,93,6,1,NA,NA,NA,79971,87,1227,1.3,40,Terengganu,Government,Yes
P041,Kepala Batas,Reezal Merican Naina Merican,BN,UMNO,25128,53.8,Afnan Hamimi Taib Azamudden,PR,PAS,20952,44.9,4176,Abdullah Ahmad Badawi,BN,UMNO,51635,76,19,4,NA,NA,NA,46665,90.4,585,1.1,41,Penang,Government,No
P042,Tasek Gelugor,Shabudin Yahaya,BN,UMNO,24393,50.8,Abdul Rahman Maidin,PR,PAS,21351,44.5,3042,Nor Mohamed Yakcop,BN,UMNO,54042,78,15,7,NA,NA,NA,48009,88.8,675,1.2,42,Penang,Government,No
P042,Tasek Gelugor,Shabudin Yahaya,BN,UMNO,24393,50.8,Mohd Shariff Omar,NA,IND,1590,3.3,3042,Nor Mohamed Yakcop,BN,UMNO,54042,78,15,7,NA,NA,NA,48009,88.8,675,1.2,42,Penang,Government,No
P043,Bagan,Lim Guan Eng,PR,DAP,46466,77.8,Chua Teik Siang,BN,MCA,12307,20.6,34159,Lim Guan Eng,PR,DAP,68503,15,70,15,NA,NA,NA,59735,87.2,634,0.9,43,Penang,Opposition,Yes
P043,Bagan,Lim Guan Eng,PR,DAP,46466,77.8,Lim Kim Chu,NA,PCM,328,0.5,34159,Lim Guan Eng,PR,DAP,68503,15,70,15,NA,NA,NA,59735,87.2,634,0.9,43,Penang,Opposition,Yes
P044,Permatang Pauh,Anwar Ibrahim,PR,PKR,37090,58.6,Mazlan Ismail,BN,UMNO,25369,40.1,11721,Anwar Ibrahim,PR,PKR,71699,70,23,6,NA,NA,NA,63332,88.3,672,0.9,44,Penang,Opposition,Yes
P044,Permatang Pauh,Anwar Ibrahim,PR,PKR,37090,58.6,Abdullah Zawawi Samsudin,NA,IND,201,0.3,11721,Anwar Ibrahim,PR,PKR,71699,70,23,6,NA,NA,NA,63332,88.3,672,0.9,44,Penang,Opposition,Yes
P045,Bukit Mertajam,Steven Sim Chee Kiong,PR,DAP,55877,80.5,Gui Guat Lye,BN,MCA,12814,18.5,43063,Chong Eng,PR,DAP,78996,19,71,10,NA,NA,NA,69403,87.9,712,0.9,45,Penang,Opposition,No
P046,Batu Kawan,Kasthuriraani Patto,PR,DAP,36636,73.1,Gobalakrishnan Narayanasamy,BN,Gerakan,10674,21.3,25962,Ramasamy Palanisamy,PR,DAP,57500,21,56,23,NA,NA,NA,50139,87.2,723,1.3,46,Penang,Opposition,No
P046,Batu Kawan,Kasthuriraani Patto,PR,DAP,36636,73.1,Huan Cheng Guan,NA,PCM,1801,3.6,25962,Ramasamy Palanisamy,PR,DAP,57500,21,56,23,NA,NA,NA,50139,87.2,723,1.3,46,Penang,Opposition,No
P046,Batu Kawan,Kasthuriraani Patto,PR,DAP,36636,73.1,Mohan Apparoo,NA,IND,305,0.6,25962,Ramasamy Palanisamy,PR,DAP,57500,21,56,23,NA,NA,NA,50139,87.2,723,1.3,46,Penang,Opposition,No
P047,Nibong Tebal,Mansor Othman,PR,PKR,30003,57.1,Zainal Abidin Osman,BN,UMNO,21405,40.7,8598,Tan Tee Beng,NA,IND,59345,45,37,18,NA,NA,NA,52538,88.5,833,1.4,47,Penang,Opposition,No
P047,Nibong Tebal,Mansor Othman,PR,PKR,30003,57.1,Teng Kok Pheng,NA,IND,297,0.6,8598,Tan Tee Beng,NA,IND,59345,45,37,18,NA,NA,NA,52538,88.5,833,1.4,47,Penang,Opposition,No
P048,Bukit Bendera,Zairil Khir Johari,PR,DAP,45591,77.2,Teh Leong Meng,BN,Gerakan,12813,21.7,32778,Liew Chin Tong,PR,DAP,71085,14,74,11,NA,NA,NA,59019,83,615,0.9,48,Penang,Opposition,No
P049,Tanjong,Ng Wei Aik,PR,DAP,35510,82.8,Ng Song Kheng,BN,Gerakan,6865,16,28645,Chow Kon Yeow,PR,DAP,51487,5,86,9,NA,NA,NA,42870,83.3,495,1,49,Penang,Opposition,No
P050,Jelutong,Jeff Ooi Chuan Aun,PR,DAP,43211,70.3,Ng Fook On,BN,Gerakan,17461,28.4,25750,Jeff Ooi Chuan Aun,PR,DAP,71247,22,67,11,NA,NA,NA,61441,86.2,769,1.1,50,Penang,Opposition,Yes
P051,Bukit Gelugor,Karpal Singh Ram Singh,PR,DAP,56303,80.1,Teh Beng Yeam,BN,MCA,13597,19.3,42706,Karpal Singh Ram Singh,PR,DAP,81897,14,75,10,NA,NA,NA,70554,86.1,654,0.8,51,Penang,Opposition,Yes
P052,Bayan Baru,Sim Tze Tzin,PR,PKR,43558,63.4,Tang Heap Seng,BN,MCA,24251,35.3,19307,Zahrain Mohamed Hashim,NA,IND,79155,39,49,11,NA,NA,NA,68659,86.7,850,1.1,52,Penang,Opposition,No
P053,Balik Pulau,Hilmi Yahaya,BN,UMNO,22318,51.1,Muhammad Bakhtiar Wan Chik,PR,PKR,20779,47.5,1539,Mohd Yusmadi Mohd Yusoff,PR,PKR,49641,64,32,4,NA,NA,NA,43709,88.1,612,1.2,53,Penang,Government,No
P054,Gerik,Hasbullah Osman,BN,UMNO,16415,60.6,Norhayati Kasim,PR,PAS,10199,37.6,6216,Tan Lian Hoe,BN,Gerakan,32725,68,16,NA,13,NA,NA,27108,82.8,494,1.5,54,Perak,Government,No
P055,Lenggong,Shamsul Anuar Nasarah,BN,UMNO,13639,58.1,Razman Zakaria,PR,PAS,9478,40.4,4161,Shamsul Anuar Nasarah,BN,UMNO,27950,82,14,NA,2,NA,NA,23485,84,368,1.3,55,Perak,Government,Yes
P056,Larut,Hamzah Zainudin,BN,UMNO,22184,55.6,Mohd Fauzi Sa'ari,PR,PAS,16888,42.3,5296,Hamzah Zainudin,BN,UMNO,46577,89,5,6,NA,NA,NA,39929,85.7,579,1.2,56,Perak,Government,Yes
P056,Larut,Hamzah Zainudin,BN,UMNO,22184,55.6,Raveendran M. Vallikana,NA,IND,278,0.7,5296,Hamzah Zainudin,BN,UMNO,46577,89,5,6,NA,NA,NA,39929,85.7,579,1.2,56,Perak,Government,Yes
P057,Parit Buntar,Mujahid Yusof Rawa,PR,PAS,26015,58.9,Mua'amar Ghadafi Jamal Jamaludin,BN,UMNO,17539,39.7,8476,Mujahid Yusof Rawa,PR,PAS,51422,68,27,5,NA,NA,NA,44172,85.9,618,1.2,57,Perak,Opposition,Yes
P058,Bagan Serai,Noor Azmi Ghazali,BN,UMNO,23014,49.7,Mohd Nor Monutty,PR,PKR,21874,47.2,1140,Mohsin Fadzli Samsuri,NA,IND,54792,76,14,10,NA,NA,NA,46313,84.5,1096,2,58,Perak,Government,No
P058,Bagan Serai,Noor Azmi Ghazali,BN,UMNO,23014,49.7,Abdul Latif Masud,NA,IND,329,0.7,1140,Mohsin Fadzli Samsuri,NA,IND,54792,76,14,10,NA,NA,NA,46313,84.5,1096,2,58,Perak,Government,No
P059,Bukit Gantang,Idris Ahmad ,PR,PAS,30563,50.2,Ismail Saffian,BN,UMNO,29577,48.6,986,Mohammad Nizar Jamaluddin,PR,PAS,71257,65,25,10,NA,NA,NA,60888,85.4,748,1,59,Perak,Opposition,No
P060,Taiping,Nga Kor Ming,PR,DAP,37275,58.5,Tan Lian Hoe,BN,Gerakan,25530,40,11745,Nga Kor Ming,PR,DAP,78148,37,48,13,NA,NA,NA,63749,81.6,944,1.2,60,Perak,Opposition,Yes
P061,Padang Rengas,Mohamed Nazri Abdul Aziz,BN,UMNO,13005,53.8,Meor Ahmad Isharra Ishak,PR,PKR,10775,44.5,2230,Mohamed Nazri Abdul Aziz,BN,UMNO,28518,76,17,7,NA,NA,NA,24190,84.8,410,1.4,61,Perak,Government,Yes
P062,Sungai Siput,Michael Jeyakumar Devaraj,PR,PKR,21593,51.9,Devamany S. Krishnasamy,BN,MIC,18800,45.2,2793,Michael Jeyakumar Devaraj,PR,PKR,51596,33,39,21,NA,NA,NA,41572,80.6,982,1.9,62,Perak,Opposition,Yes
P062,Sungai Siput,Michael Jeyakumar Devaraj,PR,PKR,21593,51.9,Nagalingam Singaravelloo,NA,IND,197,0.5,2793,Michael Jeyakumar Devaraj,PR,PKR,51596,33,39,21,NA,NA,NA,41572,80.6,982,1.9,62,Perak,Opposition,Yes
P063,Tambun,Ahmad Husni Hanadzlah,BN,UMNO,42093,55.3,Siti Aishah Shaik Ismail,PR,PKR,32768,43.1,9325,Ahmad Husni Hanadzlah,BN,UMNO,89435,64,22,12,NA,NA,NA,76057,85,1196,1.3,63,Perak,Government,Yes
P064,Ipoh Timor,Thomas Su Keong Siong,PR,DAP,49086,75.5,Kathleen Wong Mei Yin,BN,MCA,15086,23.2,34000,Lim Kit Siang,PR,DAP,81818,14,80,5,NA,NA,NA,65006,79.5,834,1,64,Perak,Opposition,No
P065,Ipoh Barat,Kulasegaran Murugeson,PR,DAP,45420,72.2,Cheng Wei Yee,BN,MCA,16382,26,29038,Kulasegaran Murugeson,PR,DAP,77761,14,62,23,NA,NA,NA,62912,80.9,875,1.1,65,Perak,Opposition,Yes
P065,Ipoh Barat,Kulasegaran Murugeson,PR,DAP,45420,72.2,Kalwant Singh Sujan Singh,NA,IND,235,0.4,29038,Kulasegaran Murugeson,PR,DAP,77761,14,62,23,NA,NA,NA,62912,80.9,875,1.1,65,Perak,Opposition,Yes
P066,Batu Gajah,Sivakumar Varatharaju Naidu,PR,DAP,53770,76.7,Loo Thin Tuck,BN,MCA,15360,21.9,38410,Fong Po Kuan,PR,DAP,87587,11,74,15,NA,NA,NA,70096,80.1,966,1.1,66,Perak,Opposition,No
P067,Kuala Kangsar,Wan Mohammad Khair-il Anuar Wan Ahmad,BN,UMNO,14218,50.4,Khalil Idham Lim Abdullah,PR,PAS,13136,46.6,1082,Rafidah Aziz,BN,UMNO,33540,68,24,7,NA,NA,NA,28208,84.1,407,1.2,67,Perak,Government,No
P067,Kuala Kangsar,Wan Mohammad Khair-il Anuar Wan Ahmad,BN,UMNO,14218,50.4,Kamilia Ibrahim,NA,IND,447,1.6,1082,Rafidah Aziz,BN,UMNO,33540,68,24,7,NA,NA,NA,28208,84.1,407,1.2,67,Perak,Government,No
P068,Beruas,Ngeh Koo Ham,PR,DAP,21939,55.5,Chang Ko Youn,BN,Gerakan,16882,42.7,5057,Ngeh Koo Ham,PR,DAP,49205,33,52,15,NA,NA,NA,39508,80.3,687,1.4,68,Perak,Opposition,Yes
P069,Parit,Mohamad Zaim Abu Hassan,BN,UMNO,16253,56.9,Muhammad Ismi Mat Taib,PR,PAS,11756,41.2,4497,Mohd Nizar Zakaria,BN,UMNO,33503,93,3,3,NA,NA,NA,28541,85.2,532,1.6,69,Perak,Government,No
P070,Kampar,Ko Chung Sen,PR,DAP,26863,54.7,Lee Chee Leong,BN,MCA,21463,43.7,5400,Lee Chee Leong,BN,MCA,63619,29,61,9,NA,NA,NA,49146,77.2,820,1.3,70,Perak,Opposition,Yes
P071,Gopeng,Lee Boon Chye,PR,PKR,47558,58.5,Tan Chin Meng,BN,MCA,32249,39.7,15309,Lee Boon Chye,PR,PKR,97092,43,46,9,NA,NA,NA,81263,83.7,1456,1.5,71,Perak,Opposition,Yes
P072,Tapah,Saravanan Murugan,BN,MIC,20670,56.1,Vasantha Kumar Krishnan,PR,PKR,12743,34.6,7927,Saravanan Murugan,BN,MIC,45485,46,28,13,NA,NA,NA,36855,81,1052,2.3,72,Perak,Government,Yes
P072,Tapah,Saravanan Murugan,BN,MIC,20670,56.1,Shaharuzzaman Bistamam,NA,BERJASA,2053,5.6,7927,Saravanan Murugan,BN,MIC,45485,46,28,13,NA,NA,NA,36855,81,1052,2.3,72,Perak,Government,Yes
P072,Tapah,Saravanan Murugan,BN,MIC,20670,56.1,Ridzuan Bani,NA,IND,337,0.9,7927,Saravanan Murugan,BN,MIC,45485,46,28,13,NA,NA,NA,36855,81,1052,2.3,72,Perak,Government,Yes
P073,Pasir Salak,Tajuddin Abdul Rahman,BN,UMNO,24875,57.4,Mustaffa Kamil Ayub,PR,PKR,17489,40.3,7386,Tajuddin Abdul Rahman,BN,UMNO,51498,79,14,4,NA,NA,NA,43372,84.2,1008,2,73,Perak,Government,Yes
P074,Lumut,Mohamad Imran Abdul Hamid,PR,PKR,40308,54.8,Kong Cho Ha,BN,MCA,32140,43.7,8168,Kong Cho Ha,BN,MCA,88300,51,35,12,NA,NA,NA,73581,83.3,1133,1.3,74,Perak,Opposition,Yes
P075,Bagan Datok,Ahmad Zahid Hamidi,BN,UMNO,17176,52.1,Madhi Hasan,PR,PKR,15068,45.7,2108,Ahmad Zahid Hamidi,BN,UMNO,39924,55,20,24,NA,NA,NA,32960,82.6,716,1.8,75,Perak,Government,Yes
P076,Telok Intan,Seah Leong Peng,PR,DAP,27399,56.3,Mah Siew Keong,BN,Gerakan,20086,41.3,7313,Manogaran Marimuthu,PR,DAP,60483,38,42,19,NA,NA,NA,48649,80.4,885,1.5,76,Perak,Opposition,No
