parliament,constituency,winner,winner_coalition,winner_party,votes_winner,votes_winner_pct,opponent,opponent_coalition,opponent_party,votes_opponent,votes_opponent_pct,majority,incumbent,incumbent_coalition,incumbent_party,eligible_voters,malay_voters_pct,chinese_voters_pct,indian_voters_pct,other_voters_pct,muslim_bumiputera_voters_pct,nonmuslim_bumiputera_voters_pct,voter_turnout,voter_turnout_pct,spoilt_votes,spoilt_votes_pct,parliament_number,state,parliament_status,incumbent_contesting
P168,Kota Marudu,Maximus Johnity Ongkili,BN,PBS,12028,54.2,Bernam Angkap,NA,BERSEKUTU,457,2.1,4198,Maximus Johnity Ongkili,BN,PBS,31938,NA,3,NA,NA,27,70,22199,69.5,748,3.4,168,Sabah,Government,Yes
P169,Kota Belud,Abdul Rahman Dahlan,BN,UMNO,17842,53,Saidil Simoi,PR,PKR,14822,44,3020,Salleh Said Keruak,BN,UMNO,43071,NA,2,NA,NA,59,39,33710,78.3,1046,3.1,169,Sabah,Government,No
P170,Tuaran,Wilfred Bumburing,BN,UPKO,17645,57.7,Ansari Abdullah,PR,PKR,11023,36.1,6622,Wilfred Madius Tangau,BN,UPKO,40761,NA,8,NA,NA,44,49,30563,75,979,3.2,170,Sabah,Government,No
P170,Tuaran,Wilfred Bumburing,BN,UPKO,17645,57.7,Nazin Gagah,NA,IND,879,2.9,6622,Wilfred Madius Tangau,BN,UPKO,40761,NA,8,NA,NA,44,49,30563,75,979,3.2,170,Sabah,Government,No
P171,Sepanggar,Eric Majimbun,BN,SAPP,16884,62.6,Mohamad Ibrahim @ Paul Kuleling,PR,PKR,5423,20.1,11461,Eric Majimbun,BN,SAPP,39251,NA,22,NA,NA,49,29,26990,68.8,790,2.9,171,Sabah,Government,Yes
P171,Sepanggar,Eric Majimbun,BN,SAPP,16884,62.6,Ewol Munji,PR,DAP,3709,13.7,11461,Eric Majimbun,BN,SAPP,39251,NA,22,NA,NA,49,29,26990,68.8,790,2.9,171,Sabah,Government,Yes
P172,Kota Kinabalu,Hiew King Chew,PR,DAP,9464,33.8,Christina Liew Chin Jin,PR,PKR,9358,33.4,106,Yee Moh Chai,BN,PBS,43714,NA,78,NA,NA,12,9,28017,64.1,326,1.2,172,Sabah,Opposition,No
P172,Kota Kinabalu,Hiew King Chew,PR,DAP,9464,33.8,Chin Teck Ming,BN,PBS,8420,30.1,106,Yee Moh Chai,BN,PBS,43714,NA,78,NA,NA,12,9,28017,64.1,326,1.2,172,Sabah,Opposition,No
P172,Kota Kinabalu,Hiew King Chew,PR,DAP,9464,33.8,Kong Yu Kiong,NA,IND,341,1.2,106,Yee Moh Chai,BN,PBS,43714,NA,78,NA,NA,12,9,28017,64.1,326,1.2,172,Sabah,Opposition,No
P173,Putatan,Marcus Mojigoh,BN,UPKO,13737,59,Saukinah Yussof,PR,PKR,7292,31.3,6445,Marcus Mojigoh,BN,UPKO,34935,NA,24,NA,NA,63,13,23296,66.7,608,2.7,173,Sabah,Government,Yes
P173,Putatan,Marcus Mojigoh,BN,UPKO,13737,59,Ramzah Ahmad,NA,IND,918,3.9,6445,Marcus Mojigoh,BN,UPKO,34935,NA,24,NA,NA,63,13,23296,66.7,608,2.7,173,Sabah,Government,Yes
P174,Penampang,Bernard Giluk Dompok,BN,UPKO,13400,52.4,Edwin Bosi,PR,PKR,10337,40.5,3063,Donald Peter Mojuntin,BN,UPKO,35821,NA,33,NA,NA,11,55,25552,71.3,540,2.1,174,Sabah,Government,No
P174,Penampang,Bernard Giluk Dompok,BN,UPKO,13400,52.4,Anthony Tibok,NA,IND,696,2.7,3063,Donald Peter Mojuntin,BN,UPKO,35821,NA,33,NA,NA,11,55,25552,71.3,540,2.1,174,Sabah,Government,No
P174,Penampang,Bernard Giluk Dompok,BN,UPKO,13400,52.4,Livired Missih @ Willybroad Missi,NA,PASOK,404,1.6,3063,Donald Peter Mojuntin,BN,UPKO,35821,NA,33,NA,NA,11,55,25552,71.3,540,2.1,174,Sabah,Government,No
P175,Papar,Rosnah Abdul Rashid Shirlin,BN,UMNO,15352,61.6,Wahap Idris,PR,PKR,5778,23.2,9574,Rosnah Abdul Rashid Shirlin,BN,UMNO,32279,NA,12,NA,NA,63,25,24913,77.2,651,2.6,175,Sabah,Government,Yes
P175,Papar,Rosnah Abdul Rashid Shirlin,BN,UMNO,15352,61.6,Patrick Sindu,NA,IND,2268,9.1,9574,Rosnah Abdul Rashid Shirlin,BN,UMNO,32279,NA,12,NA,NA,63,25,24913,77.2,651,2.6,175,Sabah,Government,Yes
P175,Papar,Rosnah Abdul Rashid Shirlin,BN,UMNO,15352,61.6,Mohd Hashim Yussup,NA,IND,429,1.7,9574,Rosnah Abdul Rashid Shirlin,BN,UMNO,32279,NA,12,NA,NA,63,25,24913,77.2,651,2.6,175,Sabah,Government,Yes
P176,Kimanis,Anifah Aman,BN,UMNO,10242,59,Jaafar Ismail,NA,IND,4789,27.6,5453,Anifah Aman,BN,UMNO,22239,NA,7,NA,NA,68,25,17367,78.1,500,2.9,176,Sabah,Government,Yes
P176,Kimanis,Anifah Aman,BN,UMNO,10242,59,Ismail Bungsu,PR,PKR,1615,9.3,5453,Anifah Aman,BN,UMNO,22239,NA,7,NA,NA,68,25,17367,78.1,500,2.9,176,Sabah,Government,Yes
P176,Kimanis,Anifah Aman,BN,UMNO,10242,59,Benjamin Basintal,NA,IND,205,1.2,5453,Anifah Aman,BN,UMNO,22239,NA,7,NA,NA,68,25,17367,78.1,500,2.9,176,Sabah,Government,Yes
P177,Beaufort,Lajim Ukin,BN,UMNO,14780,76.4,Lajim Md Yusof,PR,PKR,3866,20,10914,Azizah Mohd Dun,BN,UMNO,26788,NA,12,NA,NA,63,26,19346,72.2,681,3.5,177,Sabah,Government,No
P178,Sipitang,Sapawi Ahmad,BN,UMNO,11905,65.4,Karim Tassim,PR,PKR,5759,31.6,6146,Yusof Yacob,BN,UMNO,24145,NA,5,NA,NA,81,14,18211,75.4,531,2.9,178,Sabah,Government,No
P179,Ranau,Siringan Gubat,BN,UPKO,14074,63.4,Jonathan Yasin,PR,PKR,6823,30.7,7251,Bernard Giluk Dompok,BN,UPKO,30810,NA,3,NA,NA,39,58,22201,72.1,653,2.9,179,Sabah,Government,No
P179,Ranau,Siringan Gubat,BN,UPKO,14074,63.4,Vitos Mark Koding,NA,PASOK,619,2.8,7251,Bernard Giluk Dompok,BN,UPKO,30810,NA,3,NA,NA,39,58,22201,72.1,653,2.9,179,Sabah,Government,No
P180,Keningau,Joseph Pairin Kitingan,BN,PBS,14598,56.2,Geoffrey Gapari Kitingan,PR,PKR,10334,39.8,4264,Joseph Pairin Kitingan,BN,PBS,35578,NA,11,NA,NA,24,65,25956,73,464,1.8,180,Sabah,Government,Yes
P180,Keningau,Joseph Pairin Kitingan,BN,PBS,14598,56.2,Peter Kodou,PR,DAP,560,2.2,4264,Joseph Pairin Kitingan,BN,PBS,35578,NA,11,NA,NA,24,65,25956,73,464,1.8,180,Sabah,Government,Yes
P181,Tenom,Raime Unggi,BN,UMNO,9535,60.7,Adris Taripin,PR,PKR,2652,16.9,6883,Raime Unggi,BN,UMNO,20874,NA,17,NA,NA,25,57,15705,75.2,523,3.3,181,Sabah,Government,Yes
P181,Tenom,Raime Unggi,BN,UMNO,9535,60.7,Joh Jimmy @ Richard Joe Jimmy,NA,IND,2499,15.9,6883,Raime Unggi,BN,UMNO,20874,NA,17,NA,NA,25,57,15705,75.2,523,3.3,181,Sabah,Government,Yes
P181,Tenom,Raime Unggi,BN,UMNO,9535,60.7,Mutang @ Sylvester Dawat,NA,BERSEKUTU,485,3.1,6883,Raime Unggi,BN,UMNO,20874,NA,17,NA,NA,25,57,15705,75.2,523,3.3,181,Sabah,Government,Yes
P182,Pensiangan,Joseph Kurup,BN,PBRS,0,NA,Unopposed,NA,NA,0,NA,0,Bernard S. Maraat,BN,PBRS,19712,NA,2,NA,NA,12,85,NA,NA,NA,NA,182,Sabah,Government,No
P183,Beluran,Ronald Kiandee,BN,UMNO,7090,57.4,Ramsah Tashim,NA,IND,2738,22.2,4352,Ronald Kiandee,BN,UMNO,19181,NA,2,NA,NA,61,37,12349,64.4,468,3.8,183,Sabah,Government,Yes
P183,Beluran,Ronald Kiandee,BN,UMNO,7090,57.4,Michael @ Radio Luban,PR,PKR,1271,10.3,4352,Ronald Kiandee,BN,UMNO,19181,NA,2,NA,NA,61,37,12349,64.4,468,3.8,183,Sabah,Government,Yes
P183,Beluran,Ronald Kiandee,BN,UMNO,7090,57.4,Petrus Rining,NA,IND,571,4.6,4352,Ronald Kiandee,BN,UMNO,19181,NA,2,NA,NA,61,37,12349,64.4,468,3.8,183,Sabah,Government,Yes
P183,Beluran,Ronald Kiandee,BN,UMNO,7090,57.4,Nordin Kaning,NA,IND,175,1.4,4352,Ronald Kiandee,BN,UMNO,19181,NA,2,NA,NA,61,37,12349,64.4,468,3.8,183,Sabah,Government,Yes
P184,Libaran,Juslie Ajirol,BN,UMNO,13668,66.6,Ahmad Thamrin Jaini,PR,PKR,6139,29.9,7529,Juslie Ajirol,BN,UMNO,31435,NA,23,NA,NA,72,5,20536,65.3,613,3,184,Sabah,Government,Yes
P185,Batu Sapi,Edmund Chong Ket Wah,BN,PBS,9479,57.8,Chong Kwong Wing,NA,IND,5771,35.2,3708,Edmund Chong Ket Wah,BN,PBS,26004,NA,37,NA,NA,60,2,16398,63.1,730,4.5,185,Sabah,Government,Yes
P186,Sandakan,Liew Vui Keong,BN,LDP,8297,41.4,Chong Chu Lin,PR,DAP,8121,40.5,176,Chong Hon Min,NA,IND,32847,NA,61,NA,NA,35,4,20048,61,644,3.2,186,Sabah,Government,No
P186,Sandakan,Liew Vui Keong,BN,LDP,8297,41.4,Fong Vun Fui,NA,IND,2929,14.6,176,Chong Hon Min,NA,IND,32847,NA,61,NA,NA,35,4,20048,61,644,3.2,186,Sabah,Government,No
P187,Kinabatangan,Bung Moktar Radin,BN,UMNO,8507,66.4,Ahmad Abdul,PR,PKR,2181,17,6326,Bung Moktar Radin,BN,UMNO,19554,NA,NA,NA,NA,92,6,12814,65.5,589,4.6,187,Sabah,Government,Yes
P187,Kinabatangan,Bung Moktar Radin,BN,UMNO,8507,66.4,Dasim @ Ricky Jikah,NA,IND,1515,11.8,6326,Bung Moktar Radin,BN,UMNO,19554,NA,NA,NA,NA,92,6,12814,65.5,589,4.6,187,Sabah,Government,Yes
P188,Silam,Salleh Kalbi,BN,UMNO,18111,65.7,Hashbullah Imam Ohang,PR,PKR,8319,30.2,9792,Samsu Baharom Abdul Rahman,BN,UMNO,43488,NA,14,NA,NA,72,12,27557,63.4,989,3.6,188,Sabah,Government,No
P189,Semporna,Mohd Shafie Apdal,BN,UMNO,19419,87.4,Abdul Azis Abdul Hamid,PR,PKR,1957,8.8,17462,Mohd Shafie Apdal,BN,UMNO,35216,NA,3,NA,NA,93,5,22209,63.1,832,3.8,189,Sabah,Government,Yes
P190,Tawau,Chua Soon Bui,BN,SAPP,13943,51.5,Chan Foong Hin,PR,DAP,9076,33.5,4867,Shim Paw Fatt,BN,SAPP,42560,NA,44,NA,NA,51,4,27071,63.6,735,2.7,190,Sabah,Government,No
P190,Tawau,Chua Soon Bui,BN,SAPP,13943,51.5,Berhan @ Birhan Ruslan,PR,PKR,3278,12.1,4867,Shim Paw Fatt,BN,SAPP,42560,NA,44,NA,NA,51,4,27071,63.6,735,2.7,190,Sabah,Government,No
P191,Kalabakan,Abdul Ghapur Salleh,BN,UMNO,0,NA,Unopposed,NA,NA,0,NA,0,Abdul Ghapur Salleh,BN,UMNO,36018,NA,13,NA,NA,78,8,NA,NA,NA,NA,191,Sabah,Government,Yes
P192,Mas Gading,Tiki Lafe,BN,SPDP,8551,57.8,Patau Rubis,NA,SNAP,4250,28.7,4301,Tiki Lafe,BN,SPDP,21968,NA,19,NA,NA,13,68,14800,67.4,188,1.3,192,Sarawak,Government,Yes
P192,Mas Gading,Tiki Lafe,BN,SPDP,8551,57.8,Fabian Tisen,NA,IND,1476,10,4301,Tiki Lafe,BN,SPDP,21968,NA,19,NA,NA,13,68,14800,67.4,188,1.3,192,Sarawak,Government,Yes
P192,Mas Gading,Tiki Lafe,BN,SPDP,8551,57.8,Apin Baeng,NA,IND,306,2.1,4301,Tiki Lafe,BN,SPDP,21968,NA,19,NA,NA,13,68,14800,67.4,188,1.3,192,Sarawak,Government,Yes
P193,Santubong,Wan Junaidi Tuanku Jaafar,BN,PBB,15800,79.2,Rahamat Idil Latip,PR,PKR,3855,19.3,11945,Wan Junaidi Tuanku Jaafar,BN,PBB,30836,NA,8,NA,NA,83,9,19959,64.7,248,1.2,193,Sarawak,Government,Yes
P194,Petra Jaya,Fadillah Yusof,BN,PBB,19515,78,Mohamad Jolhi,PR,PKR,5118,20.4,14397,Fadillah Yusof,BN,PBB,40533,NA,12,NA,NA,79,8,25027,61.7,263,1.1,194,Sarawak,Government,Yes
P195,Bandar Kuching,Chong Chieng Jen,PR,DAP,22901,63.2,Sim Yaw Yen,BN,SUPP,12949,35.7,9952,Chong Chieng Jen,NA,DAP,53216,NA,91,NA,NA,5,3,36257,68.1,242,0.7,195,Sarawak,Opposition,Yes
P196,Stampin,Yong Khoon Seng,BN,SUPP,21966,50,Voon Lee Shan,PR,DAP,18896,43,3070,Yong Khoon Seng,BN,SUPP,67257,NA,73,NA,NA,13,13,43922,65.3,428,1,196,Sarawak,Government,Yes
P196,Stampin,Yong Khoon Seng,BN,SUPP,21966,50,See Chee How,PR,PKR,2198,5,3070,Yong Khoon Seng,BN,SUPP,67257,NA,73,NA,NA,13,13,43922,65.3,428,1,196,Sarawak,Government,Yes
P197,Kota Samarahan,Sulaiman Abdul Rahman Taib,BN,PBB,15559,72.6,Hussain Apok,PR,PKR,4148,19.4,11411,Abdul Taib Mahmud,BN,PBB,28517,NA,12,NA,NA,65,22,21428,75.1,449,2.1,197,Sarawak,Government,No
P197,Kota Samarahan,Sulaiman Abdul Rahman Taib,BN,PBB,15559,72.6,Abu Bakar Awang Dawos,NA,IND,898,4.2,11411,Abdul Taib Mahmud,BN,PBB,28517,NA,12,NA,NA,65,22,21428,75.1,449,2.1,197,Sarawak,Government,No
P198,Mambong,James Dawos Mamit,BN,PBB,14182,63.6,Majen Panyog,PR,PKR,7525,33.7,6657,James Dawos Mamit,BN,PBB,36147,NA,27,NA,NA,12,61,22306,61.7,473,2.1,198,Sarawak,Government,Yes
P199,Serian,Richard Riot Jaem,BN,SUPP,15793,85.3,Sylvester Belayong Jayang,NA,SNAP,2366,12.8,13427,Richard Riot Jaem,BN,SUPP,27901,NA,11,NA,NA,15,75,18516,66.4,332,1.8,199,Sarawak,Government,Yes
P200,Batang Sadong,Nancy Shukri,BN,PBB,8183,73.6,Piee Ling,PR,PKR,2758,24.8,5425,Adenan Satem,BN,PBB,16794,NA,6,NA,NA,74,21,11120,66.2,170,1.5,200,Sarawak,Government,No
P201,Batang Lupar,Rohani Abdul Karim,BN,PBB,11015,76.5,Abang Zulkifli Abang Engkeh,PR,PKR,2923,20.3,8092,Rohani Abdul Karim,BN,PBB,22417,NA,3,NA,NA,77,20,14393,64.2,193,1.3,201,Sarawak,Government,Yes
P201,Batang Lupar,Rohani Abdul Karim,BN,PBB,11015,76.5,Ali Semsu,NA,IND,250,1.7,8092,Rohani Abdul Karim,BN,PBB,22417,NA,3,NA,NA,77,20,14393,64.2,193,1.3,201,Sarawak,Government,Yes
P202,Sri Aman,Masir Kujat,BN,PRS,9700,62.5,Cobbold Lusoi,NA,IND,5448,35.1,4252,Jimmy Donald,BN,PBDS,25724,NA,17,NA,NA,20,63,15513,60.3,211,1.4,202,Sarawak,Government,No
P203,Lubok Antu,William Nyallau Badak,BN,PRS,6769,56.3,Nicholas Bawin,NA,IND,5159,42.95,1610,Jawah Gerang,BN,PBDS,17190,NA,8,NA,NA,18,74,12028,70,99,0.8,203,Sarawak,Government,No
P204,Betong,Douglas Uggah Embas,BN,PBB,13708,85.9,Edmond Stanley Jugol,NA,SNAP,1999,12.5,11709,Douglas Uggah Embas,BN,PBB,22088,NA,7,NA,NA,50,43,15953,72.2,246,1.5,204,Sarawak,Government,Yes
P205,Saratok,Jelaing Mersat,BN,SPDP,12470,75.7,Mohd Yahya Abdullah,PR,PKR,3764,22.9,8706,Jelaing Mersat,BN,SPDP,23982,NA,7,NA,NA,44,49,16467,68.7,218,1.3,205,Sarawak,Government,Yes
P206,Tanjong Manis,Norah Abdul Rahman,BN,PBB,0,NA,Unopposed,NA,NA,0,NA,0,New constituency,NA,NA,17052,NA,5,NA,NA,74,20,NA,NA,NA,NA,206,Sarawak,Government,No
P207,Igan,Wahab Dolah,BN,PBB,0,NA,Unopposed,NA,NA,0,NA,0,New constituency,NA,NA,15735,NA,4,NA,NA,81,15,NA,NA,NA,NA,207,Sarawak,Government,No
P208,Sarikei,Ding Kuong Hiing,BN,SUPP,10588,47.6,Wong Hua Seh,PR,DAP,10537,47.4,51,Law Hieng Ding,BN,SUPP,31675,NA,66,NA,NA,11,23,22246,70.2,176,0.8,208,Sarawak,Government,No
P208,Sarikei,Ding Kuong Hiing,BN,SUPP,10588,47.6,Kung Chin Chin,NA,IND,545,2.4,51,Law Hieng Ding,BN,SUPP,31675,NA,66,NA,NA,11,23,22246,70.2,176,0.8,208,Sarawak,Government,No
P208,Sarikei,Ding Kuong Hiing,BN,SUPP,10588,47.6,Lau Kain Chai,NA,IND,116,0.5,51,Law Hieng Ding,BN,SUPP,31675,NA,66,NA,NA,11,23,22246,70.2,176,0.8,208,Sarawak,Government,No
P208,Sarikei,Ding Kuong Hiing,BN,SUPP,10588,47.6,Ngu Tieng Hai,NA,IND,105,0.5,51,Law Hieng Ding,BN,SUPP,31675,NA,66,NA,NA,11,23,22246,70.2,176,0.8,208,Sarawak,Government,No
P209,Julau,Joseph Salang Gandum,BN,PRS,10351,77.8,Ambrose Labang Jamba,PR,PKR,2767,20.8,7584,Joseph Salang Gandum,BN,PBDS,20306,NA,5,NA,NA,12,83,13313,65.6,182,1.4,209,Sarawak,Government,Yes
P210,Kanowit,Aaron Ago Dagang,BN,PRS,0,NA,Unopposed,NA,NA,0,NA,0,Aaron Ago Dagang,BN,PBDS,17613,NA,12,NA,NA,16,72,NA,NA,NA,NA,210,Sarawak,Government,Yes
P211,Lanang,Tiong Thai King,BN,SUPP,19476,56.5,Wong Kee Woan,PR,DAP,14612,42.4,4864,Tiong Thai King,BN,SUPP,49530,NA,72,NA,NA,10,18,34443,69.5,253,0.7,211,Sarawak,Government,Yes
P212,Sibu,Robert Lau Hoi Chew,BN,SUPP,19138,52.6,Wong Ho Leng,PR,DAP,15903,43.7,3235,Robert Lau Hoi Chew,BN,SUPP,53679,NA,65,NA,NA,20,15,36379,67.8,334,0.9,212,Sarawak,Government,Yes
P212,Sibu,Robert Lau Hoi Chew,BN,SUPP,19138,52.6,Lim Chin Chuang,PR,PKR,812,2.2,3235,Robert Lau Hoi Chew,BN,SUPP,53679,NA,65,NA,NA,20,15,36379,67.8,334,0.9,212,Sarawak,Government,Yes
P213,Mukah,Leo Michael Toyad,BN,PBB,10090,69.9,Hai Merawin,NA,IND,3792,26.3,6298,Leo Michael Toyad,BN,PBB,22851,NA,10,NA,NA,75,16,14435,63.2,521,3.6,213,Sarawak,Government,Yes
P214,Selangau,Joseph Entulu Belaun,BN,PRS,0,NA,Unopposed,NA,NA,0,NA,0,Joseph Entulu Belaun,BN,PBDS,20057,NA,4,NA,NA,13,83,NA,NA,NA,NA,214,Sarawak,Government,Yes
P215,Kapit,Alexander Nanta Linggi,BN,PBB,0,NA,Unopposed,NA,NA,0,NA,0,Alexander Nanta Linggi,BN,PBB,22723,NA,10,NA,NA,22,68,NA,NA,NA,NA,215,Sarawak,Government,Yes
P216,Hulu Rajang,Billy Abit Joo,BN,PRS,6590,59,George Lagong,NA,IND,4426,39.6,2164,Billy Abit Joo,BN,PBDS,17696,NA,NA,NA,2,20,77,11164,63.1,139,1.3,216,Sarawak,Government,Yes
P217,Bintulu,Tiong King Sing,BN,SPDP,23628,72.4,Lim Su Kien,PR,DAP,8663,26.6,14965,Tiong King Sing,BN,SPDP,50404,NA,28,NA,NA,29,44,32629,64.7,288,0.9,217,Sarawak,Government,Yes
P218,Sibuti,Ahmad Lai Bujang,BN,PBB,8238,63.2,Michael Teo Yu Keng,PR,PKR,4590,35.2,3648,New constituency,NA,NA,22143,NA,22,NA,NA,33,44,13030,58.8,192,1.5,218,Sarawak,Government,No
P219,Miri,Peter Chin Fah Kui,BN,SUPP,19354,57,Fong Pau Teck,PR,DAP,14138,41.6,5216,Peter Chin Fah Kui,BN,SUPP,55963,NA,57,NA,NA,26,17,33969,60.7,273,0.8,219,Sarawak,Government,Yes
P220,Baram,Jacob Dungau Sagan,BN,SPDP,7996,65.9,Kebing Wan,NA,SNAP,3952,32.6,4044,Jacob Dungau Sagan,BN,SPDP,24425,NA,9,NA,NA,21,70,12126,49.7,167,1.4,220,Sarawak,Government,Yes
P221,Limbang,Hasbi Habibollah,BN,PBB,6427,51.9,Lau Liat Koi,PR,PKR,5751,46.5,676,New constituency,NA,NA,20315,NA,19,NA,NA,45,35,12380,60.9,113,0.9,221,Sarawak,Government,No
P222,Lawas,Henry Sum Agong,BN,PBB,0,NA,Unopposed,NA,NA,0,NA,0,New constituency,NA,NA,15717,NA,10,NA,NA,43,47,NA,NA,NA,NA,222,Sarawak,Government,No
