"","state","seat","undi_keluar_peti","undi_dalam_peti","undi_tak_kembali","undi_tolak","majoriti","peratus_keluar","undi_rosak","pengundi_jumlah","pengundi_tidak_hadir","rosak_vs_keseluruhan","rosak_vs_majoriti","tidakhadir_vs_majoriti"
"193","Sarawak","P.193 Santubong",33868,33713,155,440,19485,74.19999695,595,45644,11776,1.75682059761427,3.05363099820375,60.4362329997434
"194","Sarawak","P.194 Petra Jaya",43513,43299,214,354,15017,75.09999847,568,57940,14427,1.30535701974123,3.78237996936805,96.0711193980156
"195","Sarawak","P.195 Bandar Kuching",61483,61364,119,241,35973,75.09999847,360,81868,20385,0.585527706845795,1.00075056292219,56.6675006254691
"196","Sarawak","P.196 Stampin",52550,52307,243,408,14221,79.30000305,651,66267,13717,1.23882017126546,4.57773714928627,96.4559454328106
"197","Sarawak","P.197 Kota Samarahan",36551,36298,253,431,16992,78.90000153,684,46325,9774,1.87135782878717,4.02542372881356,57.521186440678
"198","Sarawak","P.198 Puncak Borneo",35142,35034,108,514,4005,76.09999847,622,46178,11036,1.76996186898867,15.5305867665418,275.555555555556
"199","Sarawak","P.199 Serian",27880,27804,76,385,9905,74.09999847,461,37624,9744,1.65351506456241,4.65421504290762,98.3745583038869
"200","Sarawak","P.200 Batang Sadong",17349,17286,63,220,12328,74.69999695,283,23224,5875,1.63121793763329,2.29558728098637,47.6557430240104
"201","Sarawak","P.201 Batang Lupar",20603,20554,49,403,10277,69.09999847,452,29816,9213,2.19385526379653,4.39817067237521,89.6467840809575
"202","Sarawak","P.202 Sri Aman",23379,23295,84,295,5820,70.80000305,379,33021,9642,1.62111296462637,6.51202749140894,165.670103092784
"203","Sarawak","P.203 Lubok Antu",14785,14750,35,199,1059,71.09999847,234,20794,6009,1.58268515387217,22.0963172804533,567.42209631728
"204","Sarawak","P.204 Betong",21165,21003,162,283,8116,72.59999847,445,29152,7987,2.10252775809119,5.48299655002464,98.410547067521
"205","Sarawak","P.205 Saratok",23084,22964,120,257,989,75.59999847,377,30534,7450,1.63316582914573,38.1193124368049,753.286147623862
"206","Sarawak","P.206 Tanjong Manis",14425,14344,81,214,8674,65.90000153,295,21889,7464,2.04506065857886,3.40096841134425,86.050265160249
"207","Sarawak","P.207 Igan",12996,12898,98,317,8495,66.30000305,415,19601,6605,3.19329024315174,4.88522660388464,77.751618599176
"208","Sarawak","P.208 Sarikei",30895,30816,79,340,2570,78.09999847,419,39558,8663,1.3562065059071,16.3035019455253,337.081712062257
"209","Sarawak","P.209 Julau",18569,18520,49,241,1931,73.19999695,290,25367,6798,1.56174268942862,15.0181253236665,352.045572242361
"210","Sarawak","P.210 Kanowit",15149,15087,62,295,4312,72.09999847,357,21011,5862,2.35659119413823,8.27922077922078,135.946196660482
"211","Sarawak","P.211 Lanang",46419,46257,162,365,14546,74.90000153,527,61974,15555,1.13531097180034,3.62298913790733,106.936614876942
"212","Sarawak","P.212 Sibu",57689,57268,421,515,11422,77.80000305,936,74150,16461,1.62249302293331,8.19471195937664,144.116617054807
"213","Sarawak","P.213 Mukah",21205,21085,120,379,7000,69.30000305,499,30598,9393,2.35321858052346,7.12857142857143,134.185714285714
"214","Sarawak","P.214 Selangau",22352,22304,48,334,486,74.40000153,382,30043,7691,1.70901932712956,78.6008230452675,1582.51028806584
"215","Sarawak","P.215 Kapit",18485,18403,82,278,10479,60.29999924,360,30655,12170,1.94752502028672,3.43544231319782,116.137035976715
"216","Sarawak","P.216 Hulu Rajang",17727,17659,68,306,6315,64.40000153,374,27526,9799,2.10977604783663,5.92240696753761,155.170229612035
"217","Sarawak","P.217 Bintulu",48036,47981,55,523,7022,73.80000305,578,65089,17053,1.20326421850279,8.23127314155511,242.85103958986
"218","Sarawak","P.218 Sibuti",22697,22653,44,284,3676,71.19999695,328,31877,9180,1.44512490637529,8.92274211099021,249.727965179543
"219","Sarawak","P.219 Miri",58439,58328,111,513,13663,72.69999695,624,80383,21944,1.06778007837232,4.56707897240723,160.608943862988
"220","Sarawak","P.220 Baram",22806,22751,55,399,1990,63.90000153,454,35690,12884,1.99070420064895,22.8140703517588,647.437185929648
"221","Sarawak","P.221 Limbang",17802,17669,133,201,7710,67.40000153,334,26412,8610,1.87619368610269,4.33203631647211,111.673151750973
"222","Sarawak","P.222 Lawas",14550,14407,143,157,6000,68.30000305,300,21303,6753,2.06185567010309,5,112.55
